,Product Index,Product Name,Product Specification,Product Brand Number,Product Price
825,H5683002_S_P1870,SP586極速八核4G智能手機,4G,1801,2580.0
826,H0775012_S_htcu12lmlb,U12 Life 月光藍 (4GB RAM + 64GB ROM),4GB+64GB,2201,1888.0
827,H5912001_S_MO0001,MOTO Z2 FORCE (香港行貨),None,2801,4188.0
828,H0775001_S_C01960,索尼Xperia L3 I4332 黑色,None,3051,1550.0
829,H0972006_S_iQOO_Neo,iQOO Neo - 電競手機 S845 / 8GB RAM / 128GB ROM / 4500mAh超長續航 (電光紫),8GB+128GB,3151,2799.0
830,H5912001_S_Xa0076-be,紅米 K20 Pro 8+128GB-藍 (平行進口),128GB,3101,3688.0
831,H7007001_S_SAMG9750H01SV01,香港行貨(棱鏡銀)GALAXY S10+ G9750 8GB RAM 128GB ROM,8GB+128GB,3351,5898.0
832,H7019001_S_Power_6_Blue,4G-LTE 智能手機 - Power 6 (藍色),4G,2351,1549.0
833,H7019001_S_IQOO_Blue,4G-LTE 智能手機 - IQOO (藍色),4G,3151,3999.0
834,H6588001_S_Redmi_K20Pro_6_128_Black_cn,紅米 K20 Pro 6GB+128GB 黑色 平行進口 中國版,6GB+128GB,3101,2799.0
835,H6588001_S_Redmi_K20Pro_8_256_Blue_cn,紅米 K20 Pro 8GB+256GB 藍色 平行進口 中國版,8GB+256GB,3101,3499.0
836,H6588001_S_Oppo_Reno_10X_8GB_Black,Reno 10X 8GB+256GB 極夜黑色 平行進口 中國版,8GB+256GB,2601,4599.0
837,H6588001_S_Huawei_Y7_Pro_2019_Blue,Y7 Pro 2019 3GB+32GB 極光藍色 香港行貨,3GB+32GB,3201,1549.0
838,H6588001_S_Vivo_IQOO_8_128_Orange,iQOO 8GB+128GB 橙色 平行進口 中國版,8GB+128GB,3151,3599.0
839,H5683001_S_P2215,U6 曲面全屏高配八核手機,None,1751,3980.0
840,H0972006_S_vivo_NEX_Dual_Display,6.39吋 4G-LTE 智能手機 - NEX雙屏版 (10+128GB) (冰原藍) (原裝行貨),4G+128GB,3151,5298.0
841,H0972006_S_vivo_Y95_Black,6.22吋 4G-LTE 智能手機 - Y95 (4+64GB) (星夜黑) (原裝行貨),4G+64GB,3151,1798.0
842,H0972006_S_vivo_V11_Black,6.41吋 4G-LTE 智能手機 - V11 (6+128GB) (星空色) (原裝行貨),4G+128GB,3151,2698.0
843,H6588001_S_Oppo_Reno_10X_6GB_Black,Reno 10X 6GB+128GB 極夜黑色 平行進口 中國版,6GB+128GB,2601,4099.0
844,H6588001_S_Vivo_Y95_Red,Y95 4GB+64GB 極光紅 香港行貨,4GB+64GB,3151,1749.0
845,H6588001_S_OP6_6_64_MirBlk,OnePlus 6 6GB+64GB 亮瓷黑色 平行進口 中國版,6GB+64GB,2651,2799.0
846,H0775019_S_L26,E3 Power 智能電話,None,2801,1199.0
847,H0775019_S_L11,"Moto C plus 5""  XT1721 2+16G 智能電話 (白)",16G,2801,1099.0
848,H5912001_S_VI0001,Y95 4+64GB 全新水滴屏-黑色（香港行貨）,64GB,3151,1748.0
849,H5912001_S_VI0002,Y95 4+64GB 全新水滴屏-紅色（香港行貨）,64GB,3151,1748.0
850,H6691001_S_TL000478,V9 智能電話(4+64)金色(香港行貨),None,3151,2050.0
851,H6691001_S_TL000601,Y85 智能電話-黑色(香港行貨),None,3151,1568.0
852,H5912001_S_AP0022-sr,iPhone XS 256GB-銀（香港行貨）,256GB,3251,10599.0
853,H5912001_S_ME0004_ed,M8 64GB（紅色）（香港行貨）,64GB,1501,1888.0
854,H5937001_S_1804BB,V11 (原裝行貨) 水滴屏手機 (6GB RAM+128GB ROM),6GB+128GB,3151,2698.0
855,H0972006_S_vivo_Y95_Red,6.22吋 4G-LTE 智能手機 - Y95 (4+64GB) (極光紅) (原裝行貨),4G+64GB,3151,1798.0
856,H0972006_S_AM160,AM160 Wireless Multi-Room Stereo Amplifier,None,101,1688.0
857,H5912001_S_VI0013-bk,X9S 4+64GB-黑（平行進口）,64GB,3151,1998.0
858,H5912001_S_VI0014,X20 4+64GB-粉（平行進口）,64GB,3151,1998.0
859,S2229001_S_MZC9PROGD,"C9 Pro 3G ram / 32G rom  , 5.5"" 智能手機 (金色)",3G+32G,2251,888.0
860,H5688002_S_DG108700005,LunaR-Nylon watch - Grey,None,1051,2180.0
861,H7007001_S_SAMG9750512H01WH01,香港行貨(陶瓷白)GALAXY S10+ G9750 8GB RAM 512GB ROM,8GB+512GB,3351,7688.0
862,H7019001_S_Honor_10_Black,4G-LTE 智能手機 - Honor 10 (黑色),4G,3201,1999.0
863,H7007001_S_SAMA70508H01BU01,香港行貨(藍色)GALAXY A70 A7050 8GB RAM 128GB ROM,8GB+128GB,3351,3128.0
864,H5688002_S_DG108700006,LunaR-Leather Watch (Genuine distressed)  - Walnut Brown,None,1051,2380.0
865,H6588001_S_Redmi_K20Pro_6_128_Blue_cn,紅米 K20 Pro 6GB+128GB 藍色 平行進口 中國版,6GB+128GB,3101,2799.0
866,H6588001_S_Redmi_K20Pro_8_128_Blue_cn,紅米 K20 Pro 8GB+128GB 藍色 平行進口 中國版,8GB+128GB,3101,3049.0
867,H6588001_S_Sony_Xperia10_Black,Xperia 10 4GB+64GB 黑色 香港行貨,4GB+64GB,3051,1999.0
868,H6588001_S_OP6_8_128_MidBlk,OnePlus 6 8GB+128GB 午夜黑色 平行進口 中國版,8GB+128GB,2651,3399.0
869,H5912001_S_GE0003_bk,PIXEL XL 32GB（黑色）（平行進口）,32GB,2301,1998.0
870,H0775019_S_L07,Moto Z2 Play XT1710-09 64G 智能電話,64G,2801,3699.0
871,H0775019_S_L08,Moto E4Plus XT1770 3+32G 智能電話 (金),32G,2801,1599.0
872,S1076001_S_AP3819AC3X3,MOTO G5 PLUS 32GB (XT1685) - L.GRAY(4+32GB),32GB+32GB,2801,2299.0
873,H6691001_S_TL000578,Y85 智能電話-紅色(香港行貨),None,3151,1568.0
874,H0775001_S_K5_Play_bu,智能手機 K5 Play 藍色,None,3301,999.0
875,H0778001_S_NU4,NU4，Sony鏡頭，3000mAh電池，一年保養！,None,1351,1390.0
876,H0972006_S_vivo_V15_Pro_Blue,6.39吋 4G-LTE 智能手機 - V15 Pro (6+128GB) (水晶藍) (原裝行貨),4G+128GB,3151,3298.0
877,H0972006_S_vivo_V15_Pro_Red,6.39吋 4G-LTE 智能手機 - V15 Pro (6+128GB) (珊瑚紅) (原裝行貨),4G+128GB,3151,3298.0
878,H5912001_S_VI0015,X27 8+128GB-藍（香港行貨）,128GB,3151,3588.0
879,S2229001_S_MZN9128BK,"Note9 4GB Ram / 128GB Rom , 6.2"" 智能電話 (黑色)",4GB+128GB,2251,1998.0
880,H7007001_S_SAMG9750H01WH01,香港行貨(棱鏡白)GALAXY S10+ G9750 8GB RAM 128GB ROM,8GB+128GB,3351,5898.0
881,H7019001_S_Enjoy_MAX_Black,4G-LTE 智能手機 - Enjoy MAX (黑色),4G,3201,1899.0
882,H5982001_S_sonyj9110white,Sony Xperia 1 J9110 6gb + 128gb White 平行進口,None,3051,5680.0
883,H6588001_S_Redmi_K20Pro_6_128_Red_cn,紅米 K20 Pro 6GB+128GB 紅色 平行進口 中國版,6GB+128GB,3101,2799.0
884,H6588001_S_Redmi_K20Pro_8_128_Black_cn,紅米 K20 Pro 8GB+128GB 黑色 平行進口 中國版,8GB+128GB,3101,3049.0
885,H6588001_S_Oppo_Reno_10X_8GB_Pink,Reno 10X 8GB+256GB 薄霧粉色 平行進口 中國版,8GB+256GB,2601,4599.0
886,H6691001_S_TL000609,V11 智能電話-紫藍色(香港行貨),None,3151,3080.0
887,H6691001_S_TL000649,Y95智能電話-星空黑(香港行貨),None,3151,1980.0
888,H6691001_S_TL000652,Y95 智能電話-極光紅(香港行貨),None,3151,1980.0
889,H6691001_S_TL000623,V11 智能電話-黑藍色(香港行貨),None,3151,3080.0
890,H0775019_S_L01,"K8  5.2"" XT1902-1 3+32G 智能電話(黑)",32G,3301,1699.0
891,H0775019_S_L02,"K8  5.2"" XT1902-1 3+32G 智能電話(金)",32G,3301,1699.0
892,H0775019_S_L09,Moto E4Plus XT1770 3+32G 智能電話 (灰),32G,2801,1599.0
893,H0775019_S_L10,"Moto C plus 5""  XT1721 2+16G 智能電話(黑)",16G,2801,1099.0
894,G5031001_S_IP11_128GB_MWN72,"iPhone 11, 128GB - 黑色 #HK行貨",128GB,3251,6499.0
895,H0762001_S_galaxy-note10-n9700-bk-800270614,Galaxy Note10 (N9700) 幻黑,None,3351,6998.0
896,H0762001_S_galaxy-note10-n9700-gl-800270615,Galaxy Note10 (N9700) 幻光,None,3351,6998.0
897,H0762001_S_galaxy-note10-n9700-wh-800270616,Galaxy Note10 (N9700) 幻白,None,3351,6998.0
898,H0762001_S_galaxy-note10-plus-256-n9750-bk-800270617,Galaxy Note10+ 12GB+256GB (N9750) 幻黑,12GB+256GB,3351,7998.0
899,H0762001_S_galaxy-note10-plus-256-n9750-wh-800270619,Galaxy Note10+ 12GB+256GB (N9750) 幻白,12GB+256GB,3351,7998.0
900,S2229001_S_MZC9PROBK,"C9 Pro 3G ram / 32G rom  , 5.5"" 智能手機 (黑色)",3G+32G,2251,888.0
901,H5300001_S_AOEGM190012-256GBGY,OnePlus 7 12GB+256GB 灰色（平行進口）,12GB+256GB,2401,4299.0
902,H5912001_S_SAM0051-be,Galaxy A70 SM-A705 雙卡雙待 8+128GB 智能手機-藍 (香港行貨),128GB,3351,3299.0
903,H7007001_S_SAMA8050H01WH01,香港行貨(魅光白)GALAXY A80 A8050 8GB RAM 128GB ROM,8GB+128GB,3351,4298.0
904,H5982001_S_sonyj9110black,Sony Xperia 1 J9110 6gb + 128gb Black 平行進口,None,3051,5680.0
905,H5300001_S_AHUELE-L298-128GBA1,P30 8GB+128GB（香港行貨）極光色,8GB+128GB,3201,4299.0
906,H5300001_S_AHUELE-L298-128GBBC1,P30 8GB+128GB（香港行貨）天空之境,8GB+128GB,3201,4299.0
907,H5300001_S_AHUELE-L298-128GBBK1,P30 8GB+128GB（香港行貨）黑色,8GB+128GB,3201,4299.0
908,H6588001_S_Xiaomi_Redmi_Note7_4_128_Blue_HK,紅米 Note7 4GB+128GB 藍色 香港行貨,4GB+128GB,3101,1549.0
909,H6588001_S_Huawei_Nova5T_Black,Nova 5T 8GB+128GB 亮黑色 香港行貨,8GB+128GB,3201,2949.0
910,H6588001_S_Huawei_Nova5T_Blue,Nova 5T 8GB+128GB 蘇音藍色 香港行貨,8GB+128GB,3201,2949.0
911,H6588001_S_Huawei_Nova5T_Purple,Nova 5T 8GB+128GB 仲夏紫色 香港行貨,8GB+128GB,3201,2949.0
912,H6588001_S_Sony_Xperia_5_Black,Xperia 5 6GB+128GB 黑色 香港行貨,6GB+128GB,3051,5249.0
913,H6588001_S_Sony_Xperia_5_Blue,Xperia 5 6GB+128GB 藍色 香港行貨,6GB+128GB,3051,5249.0
914,H6588001_S_Sony_Xperia_5_Red,Xperia 5 6GB+128GB 紅色 香港行貨,6GB+128GB,3051,5249.0
915,H6588001_S_Sony_Xperia_5_Gray,Xperia 5 6GB+128GB 灰色 香港行貨,6GB+128GB,3051,5249.0
916,H6588001_S_Samsung_A20s_Black,Galaxy A20s 4GB+64GB 黑色 香港行貨,4GB+64GB,3351,1549.0
917,H6588001_S_Samsung_A20s_Blue,Galaxy A20s 4GB+64GB 藍色 香港行貨,4GB+64GB,3351,1549.0
918,H6588001_S_Samsung_A50s_Black,Galaxy A50s 6GB+128GB 稜鏡黑色 香港行貨,6GB+128GB,3351,2599.0
919,H6588001_S_Samsung_A50s_Purple,Galaxy A50s 6GB+128GB 稜鏡紫色 香港行貨,6GB+128GB,3351,2599.0
920,H6588001_S_Oppo_Reno_10X_6GB_Green,Reno 10X 6GB+128GB 霧海綠色 平行進口 中國版,6GB+128GB,2601,4099.0
921,H6588001_S_Oppo_Reno_10X_6GB_Pink,Reno 10X 6GB+128GB 薄霧粉色 平行進口 中國版,6GB+128GB,2601,4099.0
922,H5300001_S_ASAM105F-DS3-32GBBK,Galaxy M10 3GB+32GB 黑色（平行進口）,3GB+32GB,3351,1299.0
923,S6048001_S_ibao004_black,定位智能電話（連24個月手機月費服務）,None,1551,3988.0
924,H7007001_S_NOK800H01BK01,香港行貨(黑色)800 TOUGH 三防手機,None,2451,978.0
925,H5170001_S_C000618-BK,800 Tough 三防長待機手機【香港行貨】,None,2451,998.0
926,H7007001_S_HUANOVA5TH01BK01,香港行貨(亮黑色)NOVA 5T 8GB RAM 128GB ROM,8GB+128GB,3201,2888.0
927,H7007001_S_HUANOVA5TH01BU01,香港行貨(蘇音藍)NOVA 5T 8GB RAM 128GB ROM,8GB+128GB,3201,2888.0
928,H7007001_S_HUANOVA5TH01PU01,香港行貨(仲夏紫)NOVA 5T 8GB RAM 128GB ROM,8GB+128GB,3201,2888.0
929,H6725001_S_i6S_R_64_3A_U,"iPhone 6S - 64GB, 二手9成新 (100%正常運作)(平行進口)",64GB,3251,1500.0
930,H5982001_S_nokia2720black,Nokia 2720 Flip Black  平行進口,None,2451,730.0
931,H7007001_S_VIVY91CH01BU01,香港行貨(海洋藍)Y91C 2GB RAM 32GB ROM ,2GB+32GB,3151,1048.0
932,H7007001_S_VIVY91CH01BK01,香港行貨(典雅黑)Y91C 2GB RAM 32GB ROM ,2GB+32GB,3151,1048.0
933,H5300001_S_AXMM1901F7E6-64GBB,紅米 Note 7 6GB+64GB 全網版 藍色（平行進口）,6GB+64GB,3101,1499.0
934,H0762001_S_black-shark-2-pro-dlt-h0-8-128-bk-859270005,黑鯊遊戲手機 2 Pro DLT-H0 (8GB+128GB) 暗影黑,8GB+128GB,1601,3998.0
935,H0762001_S_black-shark-2-pro-dlt-h0-12-256-bk-859270007,黑鯊遊戲手機 2 Pro DLT-H0 (12GB+256GB) 暗影黑,12GB+256GB,1601,4898.0
936,H0762001_S_black-shark-2-pro-dlt-h0-8-128-gy-859270006,黑鯊遊戲手機 2 Pro DLT-H0 (8GB+128GB) 冰魄灰,8GB+128GB,1601,3998.0
937,H0762001_S_black-shark-2-pro-dlt-h0-12-256-gy-859270008,黑鯊遊戲手機 2 Pro DLT-H0 (12GB+256GB) 冰魄灰,12GB+256GB,1601,4898.0
938,H5982001_S_nokia800toughblack,Nokia 800 Tough Black 三防手機 平行進口,None,2451,940.0
939,H7007001_S_SAMA20SH01BK01,香港行貨(黑色)GALAXY A20S A2070 4GB RAM 64GB ROM,4GB+64GB,3351,1578.0
940,H7007001_S_SAMA20SH01BU01,香港行貨(藍色)GALAXY A20S A2070 4GB RAM 64GB ROM,4GB+64GB,3351,1578.0
941,H7007001_S_SAMA50SH01BK01,香港行貨(黑色)GALAXY A50S A5070 6GB RAM 128GB ROM,6GB+128GB,3351,2658.0
942,H7007001_S_SAMA50SH01PU01,香港行貨(紫色)GALAXY A50S A5070 6GB RAM 128GB ROM,6GB+128GB,3351,2658.0
943,H0710001_S_SC20CASEXSM_TELE,長焦專業鏡頭 +  iPhone XsMAX 手機殼套裝 (Shiftcam 2.0),None,1,698.0
944,S6048001_S_ibao003_black,定位智能電話（淨機）,None,1551,1700.0
945,H0972006_S_iQOO_Pro,iQOO Pro - 電競手機 S855 Plus / 12GB RAM / 128GB ROM / 4500mAh超長續航 (勒芒藍),12GB+128GB,3151,4299.0
946,H0972006_S_Moto_E4Plus,5.5吋智能手機 - Moto E4Plus (3+32GB) (灰色) (原廠行貨),32GB,2801,629.0
947,H0972006_S_Honor_View_20_128GB_Black,6.4吋智能手機 - Honor View 20 (6+128GB) (幻夜黑) (原廠行貨),128GB,3201,2799.0
948,H0972006_S_Honor_View_20_128GB_Blue,6.4吋智能手機 - Honor View 20 (6+128GB) (幻影藍) (原廠行貨),128GB,3201,2799.0
949,H0972006_S_Honor_View_20_256GB_Blue,6.4吋智能手機 - Honor View 20 (8+256GB) (幻影藍) (原廠行貨),256GB,3201,2999.0
950,H0972006_S_note8,Note 8 - 6.0 英寸全面屏 | 64GB ROM  | Dual PD 全像素雙核對焦 |人臉指紋雙解鎖,64GB,2251,988.0
951,H0972006_S_c9pro_gd,"C9 Pro - 5.45"" | 32GB ROM | 人臉識別解鎖 | 輕薄智能手機 (金色)",32GB,2251,799.0
952,H0972006_S_Moto_E4Plus_Gold,5.5吋智能手機 - Moto E4Plus (3+32GB) (金色) (原廠行貨),32GB,2801,629.0
953,H0972006_S_Galaxy_C5_Gold,智能手機 - Galaxy C5 (4+32GB) (金色),32GB,3351,1049.0
954,H0972006_S_Galaxy_C5_Pink,智能手機 - Galaxy C5 (4+32GB) (粉紅色),32GB,3351,1099.0
955,H0972006_S_Galaxy_A6S_Purple,智能手機 - Galaxy A6S (6+64GB) (花仙紫),64GB,3351,1399.0
956,H0972006_S_Redmi_8A_Black,智能手機 - Redmi 8A (國際版) (2+32GB) (黑色),32GB,3101,999.0
957,H0972006_S_Redmi_8A_Blue,智能手機 - Redmi 8A (國際版) (2+32GB) (藍色),32GB,3101,999.0
958,H5912001_S_SAM0069-gd,Galaxy A40s (A3051) Dual-SIM 6+64GB-金（平行進口）,64GB,3351,1628.0
959,H0762001_S_Galaxy-A40s-A3050-800270188,Galaxy A40s (A3050),None,3351,1798.0
960,H5912001_S_SAM0048-bk,Galaxy A40s Dual-SIM 6+64GB-黑（香港行貨）,64GB,3351,1888.0
961,H7019001_S_ZE554KL_Green,4G-LTE 智能手機 Zenfone 4 - ZE554KL (綠色),4G,2751,1099.0
962,H5912001_S_VI0016-pe,Y17 4+128GB-紫（香港行貨）,128GB,3151,1898.0
963,H0972006_S_322,3G 智能手機 - A396 (白色),3G,3301,329.0
964,H6652001_S_China_Mobile_A4S_BK,China Mobile中國移動A4S(灰色)平行進口,None,1301,699.0
965,H5912001_S_AS0006-gn,Zenfone Max Pro M2 4+128GB-黑（香港行貨）,128GB,2751,2288.0
966,H5912001_S_MO0005_gd,MOTO G5S PLUS（金色）(香港行貨),None,2801,1399.0
967,H0762001_S_Galaxy-A60-A6050-BK-800270189,Galaxy A60 (A6060),None,3351,2298.0
968,S1076001_S_193268748026,Lenovo K5 Play 智能手機,None,2501,994.0
969,H5170001_S_C000298-BK,8110 4G LTE 復刻版雙卡雙待手機【香港行貨】,4G,2451,675.0
970,H7019001_S_A1000_Black,4G-LTE 智能手機 - A1000 (黑色),4G,3301,399.0
971,H6588001_S_Huawei_Y9_Prime_2019_Black,Y9 Prime 2019 4GB+128GB 黑色 香港行貨,4GB+128GB,3201,1699.0
972,H6652001_S_China_Mobile_A4S_GD,China Mobile中國移動A4S(金色)平行進口,None,1301,699.0
973,H6588001_S_Huawei_P30_Aurora,P30 8GB+128GB 極光色 香港行貨,8GB+128GB,3201,4099.0
974,H5912001_S_SAM0049-bk,Galaxy A60 SM-A6060 6+128GB Dual SIM-黑（香港行貨）,128GB,3351,2399.0
975,H5912001_S_SAM0046-yw,Galaxy S10e 6+128GB-黃（平行進口）,128GB,3351,4088.0
976,H5912001_S_Xa0036,小米8 pro 8+128gb 透明色（香港行貨）,None,3101,4399.0
977,H5170001_S_C000540-BK,暢享 MAX (4GB+128GB) 智能手機【平行進口】,4GB+128GB,3201,1588.0
978,H5912001_S_Xa0069-pe,小米 9  6+128GB-紫（香港行貨）,128GB,3101,3999.0
979,H5982001_S_pixel3a64gbwhite,Google Pixel 3A 64gb white 平行進口,None,2301,3880.0
980,H6652001_S_China_Mobile_A4S_SL,China Mobile中國移動A4S(銀色)平行進口,None,1301,699.0
981,H7007001_S_SAMA6060H01OG01,香港行貨(幻魅橙色)GALAXY A60 A6060 6GB RAM 128GB ROM,6GB+128GB,3351,2248.0
982,H0775001_S_C01947,Xperia 1 J9110 Black,None,3051,6999.0
983,H7007001_S_SAMA6060H01BK01,香港行貨(幻影黑色)GALAXY A20 A205 6GB RAM 128GB ROM,6GB+128GB,3351,2248.0
984,H6588001_S_Huawei_P30_BreathingCrystal,P30 8GB+128GB 天空之境色 香港行貨,8GB+128GB,3201,4099.0
985,H7007001_S_SAMA205H01BK01,香港行貨(黑色)GALAXY A20 A205 3GB RAM 32GB ROM,3GB+32GB,3351,1428.0
986,H5912001_S_Xa0024_bk,Max 3 (4GB/64GB)（黑色）（香港行貨）,4GB+64GB,3101,2118.0
987,H5912001_S_VI0010,NEX 8+128GB 全面屏-黑（香港行貨）,128GB,3151,3699.0
988,H7007001_S_SAMG9700H01BK01,香港行貨(棱鏡黑)GALAXY S10e G9700 6GB RAM 128GB ROM,6GB+128GB,3351,4598.0
989,H0610012_S_241-75-A00087-1,紅米Note 7 黑色 4G 64G Rom (香港行貨，小米1年保養),4G+64G,3101,1699.0
990,H5912001_S_OP0002_bbk,ONE PLUS 6 6GB+64GB（亮黑）（香港行貨）,6GB+64GB,2401,4500.0
991,H5912001_S_VI0005,Y81 3+32GB 全面屏-金（香港行貨）,32GB,3151,1799.0
992,H5912001_S_OP0007,ONE PLUS 6T 8GB+128GB 啞黑（香港行貨）,8GB+128GB,2401,5188.0
993,H5912001_S_VI0004,Y81 3+32GB 全面屏-黑（香港行貨）,32GB,3151,1799.0
994,H5912001_S_VI0008,X21 6+128GB-黑（香港行貨）,128GB,3151,4198.0
995,H5912001_S_OP0008,One plus 6T 8GB+128GB 亮黑（香港行貨）,8GB+128GB,2401,5188.0
996,S1076001_S_PADB0078HK,LENOVO K5 PLAY 智能手機,None,3301,1200.0
997,H0775001_S_SSA8GRY,Galaxy A8+ 雙前置鏡頭八核心智能手機(灰)(平行進口) - Samsung,None,3351,4398.0
998,H7007001_S_SAMA8050H01BK01,香港行貨(魅影黑)GALAXY A80 A8050 8GB RAM 128GB ROM,8GB+128GB,3351,4298.0
999,H0775002_S_G5P01GRY,Moto G5s Plus XT1805 智能手機 (灰) - Motorola,None,2801,2099.0
1000,H5912001_S_OP0011,ONE PLUS 7 Pro 12+256GB-黑（平行進口）,256GB,2401,6188.0
1001,H0972006_S_iphone7bk,"iPhone 7 128GB 黑色, 二手9成新 (100%正常運作)(平行進口)(供應商90日保養)",128GB,3251,1899.0
1002,H0972006_S_iphone7pk,"iPhone 7 128GB 玫瑰金色 , 二手9成新 (100%正常運作)(平行進口)(供應商90日保養)",128GB,3251,1899.0
