,product_name,product_index,product_type,median_rates,mean_rates,no_of_rates
828,Moto G5S Plus 4G+32G (灰色) (PA6V0086HK) - 全新機,H5023002_S_PA6V0086HK,smartphone,0.0,0.0,0.0
829,香港行貨(棱鏡黑)GALAXY S10+ G9750 8GB RAM 128GB ROM,H7007001_S_SAMG9750H01BK01,smartphone,0.0,0.0,0.0
830,香港行貨(棱鏡白)GALAXY S10 G9730 8GB RAM 128GB ROM,H7007001_S_SAMG9730H01WH01,smartphone,0.0,0.0,0.0
831,OnePlus 7 Pro 8GB+256GB 曜岩灰色 平行進口 中國版,H6588001_S_OnePlus_7_8_256_MirrorGray,smartphone,0.0,0.0,0.0
832,K3 8GB+128GB 秘景黑色 平行進口 中國版,H6588001_S_Oppo_K3_Black,smartphone,0.0,0.0,0.0
833,K3 8GB+128GB 晨曦白色 平行進口 中國版,H6588001_S_Oppo_K3_White,smartphone,0.0,0.0,0.0
834,K3 8GB+128GB 星雲紫色 平行進口 中國版,H6588001_S_Oppo_K3_Purple,smartphone,0.0,0.0,0.0
835,MOTO G6 64GB (香港行貨),H5912001_S_MO0010,smartphone,0.0,0.0,0.0
836,"Meizu C9 Pro 3G ram / 32G rom , 5.5"" cell phone (Black)",H6781001_S_meizu_c9pro,smartphone,0.0,0.0,0.0
837,iPhone X 太空灰 64GB 包含 AppleCare+ 全方位服務計劃保障 2Years,H5866001_S_MQA52ZPAPPLECAREPLUS,smartphone,0.0,0.0,0.0
838,iPhone XS Max 256GB-銀（香港行貨）,H5912001_S_AP0025-sr,smartphone,0.0,0.0,0.0
839,紅米 K20 Pro 8GB+256GB 紅色 平行進口 中國版,H6588001_S_Redmi_K20Pro_8_256_Red_cn,smartphone,0.0,0.0,0.0
840,Alcatel 5V Black 香港行貨一年保養,H5982001_S_alcatel5vblack,smartphone,0.0,0.0,0.0
841,NEX 雙屏版智能電話-冰原藍(香港行貨),H6691001_S_TL000574,smartphone,0.0,0.0,0.0
842,Y91C (原裝行貨) 水滴全面屏手機 (2GB RAM+32GB ROM),H5937001_S_1820BL,smartphone,0.0,0.0,0.0
843,Honor Note 10 6 + 128GB-藍（平行進口）,H5912001_S_HU0016-be,smartphone,0.0,0.0,0.0
844,Honor Note 10 6 + 128GB-藍（平行進口）,H5912001_S_HU0016-be,smartphone,0.0,0.0,0.0
845,Keyone 64GB（香港行貨）,H5912001_S_BY0003,smartphone,0.0,0.0,0.0
846,4G-LTE 智能手機 - RE1 (黑色),H7019001_S_RE1_Black,smartphone,0.0,0.0,0.0
847,4G-LTE 智能手機 - RE1 (黑色),H7019001_S_RE1_Black,smartphone,0.0,0.0,0.0
848,NEX 智能電話-黑色(香港行貨),H6691001_S_TL000573,smartphone,0.0,0.0,0.0
849,V11 6GB+128GB 星空黑 香港行貨,H6588001_S_Vivo_V11_Black,smartphone,0.0,0.0,0.0
850,V11 6GB+128GB 星空黑 香港行貨,H6588001_S_Vivo_V11_Black,smartphone,0.0,0.0,0.0
851,OnePlus 6 8GB+128GB 亮瓷黑色 平行進口 中國版,H6588001_S_OP6_8_128_MirBlk,smartphone,0.0,0.0,0.0
852,OnePlus 6 8GB+128GB 亮瓷黑色 平行進口 中國版,H6588001_S_OP6_8_128_MirBlk,smartphone,0.0,0.0,0.0
853,OnePlus 6 8GB+256GB 午夜黑色 平行進口 中國版,H6588001_S_OP6_8_256_MidBlk,smartphone,0.0,0.0,0.0
854,OnePlus 6 8GB+256GB 午夜黑色 平行進口 中國版,H6588001_S_OP6_8_256_MidBlk,smartphone,0.0,0.0,0.0
855,Z6 Pro 藍黑色 L78071,H0775019_S_C02053,smartphone,0.0,0.0,0.0
856,LENOVO Z5S(L78071)智能手機,S1076001_S_PAEY0019HK,smartphone,0.0,0.0,0.0
857,LENOVO Z5S(L78071)智能手機,S1076001_S_PAEY0019HK,smartphone,0.0,0.0,0.0
858,Z5 Pro GT 6+128GB-黑（平行進口）,H5912001_S_LN0005,smartphone,0.0,0.0,0.0
859,Z5 Pro GT 6+128GB-黑（平行進口）,H5912001_S_LN0005,smartphone,0.0,0.0,0.0
860,K5 Play 3+32GB-黑（香港行貨）,H5912001_S_LN0009-bk,smartphone,0.0,0.0,0.0
861,K5 Play 3+32GB-黑（香港行貨）,H5912001_S_LN0009-bk,smartphone,0.0,0.0,0.0
862,香港行貨(棱鏡綠)GALAXY S10+ G9750 8GB RAM 128GB ROM,H7007001_S_SAMG9750H01GN01,smartphone,0.0,0.0,0.0
863,香港行貨(黑色)GALAXY A70 A7050 8GB RAM 128GB ROM,H7007001_S_SAMA70508H01BK01,smartphone,0.0,0.0,0.0
864,紅米 K20 Pro 8GB+128GB 紅色 平行進口 中國版,H6588001_S_Redmi_K20Pro_8_128_Red_cn,smartphone,0.0,0.0,0.0
865,Reno 10X 8GB+256GB 霧海綠色 平行進口 中國版,H6588001_S_Oppo_Reno_10X_8GB_Green,smartphone,0.0,0.0,0.0
866,Reno 6GB+256GB 薄霧粉色 平行進口 中國版,H6588001_S_Oppo_Reno_6_256_Pink,smartphone,0.0,0.0,0.0
867,Xperia 1 6GB+128GB 夜黑色 香港行貨,H6588001_S_Sony_Xperia_1_Black,smartphone,0.0,0.0,0.0
868,OnePlus 6t 8GB+256GB 午夜黑色 平行進口 中國版,H6588001_S_OP6t_8_256_MidBlk,smartphone,0.0,0.0,0.0
869,V15 Pro 6GB+128GB 珊瑚紅色 香港行貨,H6588001_S_Vivo_V15Pro_Red,smartphone,0.0,0.0,0.0
870,"Moto Z2 Force : XT1789-06 ,6/64GB 智能電話",H0775019_S_L12,smartphone,0.0,0.0,0.0
871,"iPhone 8 4.7"" 金色 256GB 包含 AppleCare+ 全方位服務計劃保障 2Years",H5866001_S_MQ7H2ZPAPPLECAREPLUS,smartphone,0.0,0.0,0.0
872,SP586極速八核4G智能手機,H5683002_S_P1870,smartphone,0.0,0.0,0.0
873,U12 Life 月光藍 (4GB RAM + 64GB ROM),H0775012_S_htcu12lmlb,smartphone,0.0,0.0,0.0
874,MOTO Z2 FORCE (香港行貨),H5912001_S_MO0001,smartphone,0.0,0.0,0.0
875,索尼Xperia L3 I4332 黑色,H0775001_S_C01960,smartphone,0.0,0.0,0.0
876,iQOO Neo - 電競手機 S845 / 8GB RAM / 128GB ROM / 4500mAh超長續航 (電光紫),H0972006_S_iQOO_Neo,smartphone,0.0,0.0,0.0
877,紅米 K20 Pro 8+128GB-藍 (平行進口),H5912001_S_Xa0076-be,smartphone,0.0,0.0,0.0
878,香港行貨(棱鏡銀)GALAXY S10+ G9750 8GB RAM 128GB ROM,H7007001_S_SAMG9750H01SV01,smartphone,0.0,0.0,0.0
879,4G-LTE 智能手機 - Power 6 (藍色),H7019001_S_Power_6_Blue,smartphone,0.0,0.0,0.0
880,4G-LTE 智能手機 - IQOO (藍色),H7019001_S_IQOO_Blue,smartphone,0.0,0.0,0.0
881,紅米 K20 Pro 6GB+128GB 黑色 平行進口 中國版,H6588001_S_Redmi_K20Pro_6_128_Black_cn,smartphone,0.0,0.0,0.0
882,紅米 K20 Pro 8GB+256GB 藍色 平行進口 中國版,H6588001_S_Redmi_K20Pro_8_256_Blue_cn,smartphone,0.0,0.0,0.0
883,Reno 10X 8GB+256GB 極夜黑色 平行進口 中國版,H6588001_S_Oppo_Reno_10X_8GB_Black,smartphone,0.0,0.0,0.0
884,Y7 Pro 2019 3GB+32GB 極光藍色 香港行貨,H6588001_S_Huawei_Y7_Pro_2019_Blue,smartphone,0.0,0.0,0.0
885,iQOO 8GB+128GB 橙色 平行進口 中國版,H6588001_S_Vivo_IQOO_8_128_Orange,smartphone,0.0,0.0,0.0
886,U6 曲面全屏高配八核手機,H5683001_S_P2215,smartphone,0.0,0.0,0.0
887,6.39吋 4G-LTE 智能手機 - NEX雙屏版 (10+128GB) (冰原藍) (原裝行貨),H0972006_S_vivo_NEX_Dual_Display,smartphone,0.0,0.0,0.0
888,6.22吋 4G-LTE 智能手機 - Y95 (4+64GB) (星夜黑) (原裝行貨),H0972006_S_vivo_Y95_Black,smartphone,0.0,0.0,0.0
889,6.41吋 4G-LTE 智能手機 - V11 (6+128GB) (星空色) (原裝行貨),H0972006_S_vivo_V11_Black,smartphone,0.0,0.0,0.0
890,Reno 10X 6GB+128GB 極夜黑色 平行進口 中國版,H6588001_S_Oppo_Reno_10X_6GB_Black,smartphone,0.0,0.0,0.0
891,Y95 4GB+64GB 極光紅 香港行貨,H6588001_S_Vivo_Y95_Red,smartphone,0.0,0.0,0.0
892,OnePlus 6 6GB+64GB 亮瓷黑色 平行進口 中國版,H6588001_S_OP6_6_64_MirBlk,smartphone,0.0,0.0,0.0
893,E3 Power 智能電話,H0775019_S_L26,smartphone,0.0,0.0,0.0
894,"Moto C plus 5""  XT1721 2+16G 智能電話 (白)",H0775019_S_L11,smartphone,0.0,0.0,0.0
895,Y95 4+64GB 全新水滴屏-黑色（香港行貨）,H5912001_S_VI0001,smartphone,0.0,0.0,0.0
896,Y95 4+64GB 全新水滴屏-紅色（香港行貨）,H5912001_S_VI0002,smartphone,0.0,0.0,0.0
897,V9 智能電話(4+64)金色(香港行貨),H6691001_S_TL000478,smartphone,0.0,0.0,0.0
898,Y85 智能電話-黑色(香港行貨),H6691001_S_TL000601,smartphone,0.0,0.0,0.0
899,iPhone XS 256GB-銀（香港行貨）,H5912001_S_AP0022-sr,smartphone,0.0,0.0,0.0
900,M8 64GB（紅色）（香港行貨）,H5912001_S_ME0004_ed,smartphone,0.0,0.0,0.0
901,V11 (原裝行貨) 水滴屏手機 (6GB RAM+128GB ROM),H5937001_S_1804BB,smartphone,0.0,0.0,0.0
902,6.22吋 4G-LTE 智能手機 - Y95 (4+64GB) (極光紅) (原裝行貨),H0972006_S_vivo_Y95_Red,smartphone,0.0,0.0,0.0
903,AM160 Wireless Multi-Room Stereo Amplifier,H0972006_S_AM160,smartphone,0.0,0.0,0.0
904,X9S 4+64GB-黑（平行進口）,H5912001_S_VI0013-bk,smartphone,0.0,0.0,0.0
905,X20 4+64GB-粉（平行進口）,H5912001_S_VI0014,smartphone,0.0,0.0,0.0
906,"C9 Pro 3G ram / 32G rom  , 5.5"" 智能手機 (金色)",S2229001_S_MZC9PROGD,smartphone,0.0,0.0,0.0
907,LunaR-Nylon watch - Grey,H5688002_S_DG108700005,smartphone,0.0,0.0,0.0
908,香港行貨(陶瓷白)GALAXY S10+ G9750 8GB RAM 512GB ROM,H7007001_S_SAMG9750512H01WH01,smartphone,0.0,0.0,0.0
909,4G-LTE 智能手機 - Honor 10 (黑色),H7019001_S_Honor_10_Black,smartphone,0.0,0.0,0.0
910,香港行貨(藍色)GALAXY A70 A7050 8GB RAM 128GB ROM,H7007001_S_SAMA70508H01BU01,smartphone,0.0,0.0,0.0
911,LunaR-Leather Watch (Genuine distressed)  - Walnut Brown,H5688002_S_DG108700006,smartphone,0.0,0.0,0.0
912,紅米 K20 Pro 6GB+128GB 藍色 平行進口 中國版,H6588001_S_Redmi_K20Pro_6_128_Blue_cn,smartphone,0.0,0.0,0.0
913,紅米 K20 Pro 8GB+128GB 藍色 平行進口 中國版,H6588001_S_Redmi_K20Pro_8_128_Blue_cn,smartphone,0.0,0.0,0.0
914,Xperia 10 4GB+64GB 黑色 香港行貨,H6588001_S_Sony_Xperia10_Black,smartphone,0.0,0.0,0.0
915,OnePlus 6 8GB+128GB 午夜黑色 平行進口 中國版,H6588001_S_OP6_8_128_MidBlk,smartphone,0.0,0.0,0.0
916,PIXEL XL 32GB（黑色）（平行進口）,H5912001_S_GE0003_bk,smartphone,0.0,0.0,0.0
917,Moto Z2 Play XT1710-09 64G 智能電話,H0775019_S_L07,smartphone,0.0,0.0,0.0
918,Moto E4Plus XT1770 3+32G 智能電話 (金),H0775019_S_L08,smartphone,0.0,0.0,0.0
919,MOTO G5 PLUS 32GB (XT1685) - L.GRAY(4+32GB),S1076001_S_AP3819AC3X3,smartphone,0.0,0.0,0.0
920,Y85 智能電話-紅色(香港行貨),H6691001_S_TL000578,smartphone,0.0,0.0,0.0
921,智能手機 K5 Play 藍色,H0775001_S_K5_Play_bu,smartphone,0.0,0.0,0.0
922,NU4，Sony鏡頭，3000mAh電池，一年保養！,H0778001_S_NU4,smartphone,0.0,0.0,0.0
923,6.39吋 4G-LTE 智能手機 - V15 Pro (6+128GB) (水晶藍) (原裝行貨),H0972006_S_vivo_V15_Pro_Blue,smartphone,0.0,0.0,0.0
924,6.39吋 4G-LTE 智能手機 - V15 Pro (6+128GB) (珊瑚紅) (原裝行貨),H0972006_S_vivo_V15_Pro_Red,smartphone,0.0,0.0,0.0
925,X27 8+128GB-藍（香港行貨）,H5912001_S_VI0015,smartphone,0.0,0.0,0.0
926,"Note9 4GB Ram / 128GB Rom , 6.2"" 智能電話 (黑色)",S2229001_S_MZN9128BK,smartphone,0.0,0.0,0.0
927,香港行貨(棱鏡白)GALAXY S10+ G9750 8GB RAM 128GB ROM,H7007001_S_SAMG9750H01WH01,smartphone,0.0,0.0,0.0
928,4G-LTE 智能手機 - Enjoy MAX (黑色),H7019001_S_Enjoy_MAX_Black,smartphone,0.0,0.0,0.0
929,Sony Xperia 1 J9110 6gb + 128gb White 平行進口,H5982001_S_sonyj9110white,smartphone,0.0,0.0,0.0
930,紅米 K20 Pro 6GB+128GB 紅色 平行進口 中國版,H6588001_S_Redmi_K20Pro_6_128_Red_cn,smartphone,0.0,0.0,0.0
931,紅米 K20 Pro 8GB+128GB 黑色 平行進口 中國版,H6588001_S_Redmi_K20Pro_8_128_Black_cn,smartphone,0.0,0.0,0.0
932,Reno 10X 8GB+256GB 薄霧粉色 平行進口 中國版,H6588001_S_Oppo_Reno_10X_8GB_Pink,smartphone,0.0,0.0,0.0
933,V11 智能電話-紫藍色(香港行貨),H6691001_S_TL000609,smartphone,0.0,0.0,0.0
934,Y95智能電話-星空黑(香港行貨),H6691001_S_TL000649,smartphone,0.0,0.0,0.0
935,Y95 智能電話-極光紅(香港行貨),H6691001_S_TL000652,smartphone,0.0,0.0,0.0
936,V11 智能電話-黑藍色(香港行貨),H6691001_S_TL000623,smartphone,0.0,0.0,0.0
937,"K8  5.2"" XT1902-1 3+32G 智能電話(黑)",H0775019_S_L01,smartphone,0.0,0.0,0.0
938,"K8  5.2"" XT1902-1 3+32G 智能電話(金)",H0775019_S_L02,smartphone,0.0,0.0,0.0
939,Moto E4Plus XT1770 3+32G 智能電話 (灰),H0775019_S_L09,smartphone,0.0,0.0,0.0
940,"Moto C plus 5""  XT1721 2+16G 智能電話(黑)",H0775019_S_L10,smartphone,0.0,0.0,0.0
941,"iPhone 11, 128GB - 黑色 #HK行貨",G5031001_S_IP11_128GB_MWN72,smartphone,0.0,0.0,0.0
942,Galaxy Note10 (N9700) 幻黑,H0762001_S_galaxy-note10-n9700-bk-800270614,smartphone,0.0,0.0,0.0
943,Galaxy Note10 (N9700) 幻光,H0762001_S_galaxy-note10-n9700-gl-800270615,smartphone,0.0,0.0,0.0
944,Galaxy Note10 (N9700) 幻白,H0762001_S_galaxy-note10-n9700-wh-800270616,smartphone,0.0,0.0,0.0
945,Galaxy Note10+ 12GB+256GB (N9750) 幻黑,H0762001_S_galaxy-note10-plus-256-n9750-bk-800270617,smartphone,0.0,0.0,0.0
946,Galaxy Note10+ 12GB+256GB (N9750) 幻白,H0762001_S_galaxy-note10-plus-256-n9750-wh-800270619,smartphone,0.0,0.0,0.0
947,"C9 Pro 3G ram / 32G rom  , 5.5"" 智能手機 (黑色)",S2229001_S_MZC9PROBK,smartphone,0.0,0.0,0.0
948,OnePlus 7 12GB+256GB 灰色（平行進口）,H5300001_S_AOEGM190012-256GBGY,smartphone,0.0,0.0,0.0
949,Galaxy A70 SM-A705 雙卡雙待 8+128GB 智能手機-藍 (香港行貨),H5912001_S_SAM0051-be,smartphone,0.0,0.0,0.0
950,香港行貨(魅光白)GALAXY A80 A8050 8GB RAM 128GB ROM,H7007001_S_SAMA8050H01WH01,smartphone,0.0,0.0,0.0
951,Sony Xperia 1 J9110 6gb + 128gb Black 平行進口,H5982001_S_sonyj9110black,smartphone,0.0,0.0,0.0
952,P30 8GB+128GB（香港行貨）極光色,H5300001_S_AHUELE-L298-128GBA1,smartphone,0.0,0.0,0.0
953,P30 8GB+128GB（香港行貨）天空之境,H5300001_S_AHUELE-L298-128GBBC1,smartphone,0.0,0.0,0.0
954,P30 8GB+128GB（香港行貨）黑色,H5300001_S_AHUELE-L298-128GBBK1,smartphone,0.0,0.0,0.0
955,紅米 Note7 4GB+128GB 藍色 香港行貨,H6588001_S_Xiaomi_Redmi_Note7_4_128_Blue_HK,smartphone,0.0,0.0,0.0
956,Nova 5T 8GB+128GB 亮黑色 香港行貨,H6588001_S_Huawei_Nova5T_Black,smartphone,0.0,0.0,0.0
957,Nova 5T 8GB+128GB 蘇音藍色 香港行貨,H6588001_S_Huawei_Nova5T_Blue,smartphone,0.0,0.0,0.0
958,Nova 5T 8GB+128GB 仲夏紫色 香港行貨,H6588001_S_Huawei_Nova5T_Purple,smartphone,0.0,0.0,0.0
959,Xperia 5 6GB+128GB 黑色 香港行貨,H6588001_S_Sony_Xperia_5_Black,smartphone,0.0,0.0,0.0
960,Xperia 5 6GB+128GB 藍色 香港行貨,H6588001_S_Sony_Xperia_5_Blue,smartphone,0.0,0.0,0.0
961,Xperia 5 6GB+128GB 紅色 香港行貨,H6588001_S_Sony_Xperia_5_Red,smartphone,0.0,0.0,0.0
962,Xperia 5 6GB+128GB 灰色 香港行貨,H6588001_S_Sony_Xperia_5_Gray,smartphone,0.0,0.0,0.0
963,Galaxy A20s 4GB+64GB 黑色 香港行貨,H6588001_S_Samsung_A20s_Black,smartphone,0.0,0.0,0.0
964,Galaxy A20s 4GB+64GB 藍色 香港行貨,H6588001_S_Samsung_A20s_Blue,smartphone,0.0,0.0,0.0
965,Galaxy A50s 6GB+128GB 稜鏡黑色 香港行貨,H6588001_S_Samsung_A50s_Black,smartphone,0.0,0.0,0.0
966,Galaxy A50s 6GB+128GB 稜鏡紫色 香港行貨,H6588001_S_Samsung_A50s_Purple,smartphone,0.0,0.0,0.0
967,Reno 10X 6GB+128GB 霧海綠色 平行進口 中國版,H6588001_S_Oppo_Reno_10X_6GB_Green,smartphone,0.0,0.0,0.0
968,Reno 10X 6GB+128GB 薄霧粉色 平行進口 中國版,H6588001_S_Oppo_Reno_10X_6GB_Pink,smartphone,0.0,0.0,0.0
969,Galaxy M10 3GB+32GB 黑色（平行進口）,H5300001_S_ASAM105F-DS3-32GBBK,smartphone,0.0,0.0,0.0
970,定位智能電話（連24個月手機月費服務）,S6048001_S_ibao004_black,smartphone,0.0,0.0,0.0
971,香港行貨(黑色)800 TOUGH 三防手機,H7007001_S_NOK800H01BK01,smartphone,0.0,0.0,0.0
972,800 Tough 三防長待機手機【香港行貨】,H5170001_S_C000618-BK,smartphone,0.0,0.0,0.0
973,香港行貨(亮黑色)NOVA 5T 8GB RAM 128GB ROM,H7007001_S_HUANOVA5TH01BK01,smartphone,0.0,0.0,0.0
974,香港行貨(蘇音藍)NOVA 5T 8GB RAM 128GB ROM,H7007001_S_HUANOVA5TH01BU01,smartphone,0.0,0.0,0.0
975,香港行貨(仲夏紫)NOVA 5T 8GB RAM 128GB ROM,H7007001_S_HUANOVA5TH01PU01,smartphone,0.0,0.0,0.0
976,"iPhone 6S - 64GB, 二手9成新 (100%正常運作)(平行進口)",H6725001_S_i6S_R_64_3A_U,smartphone,0.0,0.0,0.0
977,Nokia 2720 Flip Black  平行進口,H5982001_S_nokia2720black,smartphone,0.0,0.0,0.0
978,香港行貨(海洋藍)Y91C 2GB RAM 32GB ROM ,H7007001_S_VIVY91CH01BU01,smartphone,0.0,0.0,0.0
979,香港行貨(典雅黑)Y91C 2GB RAM 32GB ROM ,H7007001_S_VIVY91CH01BK01,smartphone,0.0,0.0,0.0
980,紅米 Note 7 6GB+64GB 全網版 藍色（平行進口）,H5300001_S_AXMM1901F7E6-64GBB,smartphone,0.0,0.0,0.0
981,黑鯊遊戲手機 2 Pro DLT-H0 (8GB+128GB) 暗影黑,H0762001_S_black-shark-2-pro-dlt-h0-8-128-bk-859270005,smartphone,0.0,0.0,0.0
982,黑鯊遊戲手機 2 Pro DLT-H0 (12GB+256GB) 暗影黑,H0762001_S_black-shark-2-pro-dlt-h0-12-256-bk-859270007,smartphone,0.0,0.0,0.0
983,黑鯊遊戲手機 2 Pro DLT-H0 (8GB+128GB) 冰魄灰,H0762001_S_black-shark-2-pro-dlt-h0-8-128-gy-859270006,smartphone,0.0,0.0,0.0
984,黑鯊遊戲手機 2 Pro DLT-H0 (12GB+256GB) 冰魄灰,H0762001_S_black-shark-2-pro-dlt-h0-12-256-gy-859270008,smartphone,0.0,0.0,0.0
985,Nokia 800 Tough Black 三防手機 平行進口,H5982001_S_nokia800toughblack,smartphone,0.0,0.0,0.0
986,香港行貨(黑色)GALAXY A20S A2070 4GB RAM 64GB ROM,H7007001_S_SAMA20SH01BK01,smartphone,0.0,0.0,0.0
987,香港行貨(藍色)GALAXY A20S A2070 4GB RAM 64GB ROM,H7007001_S_SAMA20SH01BU01,smartphone,0.0,0.0,0.0
988,香港行貨(黑色)GALAXY A50S A5070 6GB RAM 128GB ROM,H7007001_S_SAMA50SH01BK01,smartphone,0.0,0.0,0.0
989,香港行貨(紫色)GALAXY A50S A5070 6GB RAM 128GB ROM,H7007001_S_SAMA50SH01PU01,smartphone,0.0,0.0,0.0
990,長焦專業鏡頭 +  iPhone XsMAX 手機殼套裝 (Shiftcam 2.0),H0710001_S_SC20CASEXSM_TELE,smartphone,0.0,0.0,0.0
991,定位智能電話（淨機）,S6048001_S_ibao003_black,smartphone,0.0,0.0,0.0
992,iQOO Pro - 電競手機 S855 Plus / 12GB RAM / 128GB ROM / 4500mAh超長續航 (勒芒藍),H0972006_S_iQOO_Pro,smartphone,0.0,0.0,0.0
993,5.5吋智能手機 - Moto E4Plus (3+32GB) (灰色) (原廠行貨),H0972006_S_Moto_E4Plus,smartphone,0.0,0.0,0.0
994,6.4吋智能手機 - Honor View 20 (6+128GB) (幻夜黑) (原廠行貨),H0972006_S_Honor_View_20_128GB_Black,smartphone,0.0,0.0,0.0
995,6.4吋智能手機 - Honor View 20 (6+128GB) (幻影藍) (原廠行貨),H0972006_S_Honor_View_20_128GB_Blue,smartphone,0.0,0.0,0.0
996,6.4吋智能手機 - Honor View 20 (8+256GB) (幻影藍) (原廠行貨),H0972006_S_Honor_View_20_256GB_Blue,smartphone,0.0,0.0,0.0
997,Note 8 - 6.0 英寸全面屏 | 64GB ROM  | Dual PD 全像素雙核對焦 |人臉指紋雙解鎖,H0972006_S_note8,smartphone,0.0,0.0,0.0
998,"C9 Pro - 5.45"" | 32GB ROM | 人臉識別解鎖 | 輕薄智能手機 (金色)",H0972006_S_c9pro_gd,smartphone,0.0,0.0,0.0
999,5.5吋智能手機 - Moto E4Plus (3+32GB) (金色) (原廠行貨),H0972006_S_Moto_E4Plus_Gold,smartphone,0.0,0.0,0.0
1000,智能手機 - Galaxy C5 (4+32GB) (金色),H0972006_S_Galaxy_C5_Gold,smartphone,0.0,0.0,0.0
1001,智能手機 - Galaxy C5 (4+32GB) (粉紅色),H0972006_S_Galaxy_C5_Pink,smartphone,0.0,0.0,0.0
1002,智能手機 - Galaxy A6S (6+64GB) (花仙紫),H0972006_S_Galaxy_A6S_Purple,smartphone,0.0,0.0,0.0
1003,智能手機 - Redmi 8A (國際版) (2+32GB) (黑色),H0972006_S_Redmi_8A_Black,smartphone,0.0,0.0,0.0
1004,智能手機 - Redmi 8A (國際版) (2+32GB) (藍色),H0972006_S_Redmi_8A_Blue,smartphone,0.0,0.0,0.0
1005,Galaxy A40s (A3051) Dual-SIM 6+64GB-金（平行進口）,H5912001_S_SAM0069-gd,smartphone,0.0,0.0,0.0
1006,Galaxy A40s (A3050),H0762001_S_Galaxy-A40s-A3050-800270188,smartphone,0.0,0.0,0.0
1007,Galaxy A40s Dual-SIM 6+64GB-黑（香港行貨）,H5912001_S_SAM0048-bk,smartphone,0.0,0.0,0.0
1008,4G-LTE 智能手機 Zenfone 4 - ZE554KL (綠色),H7019001_S_ZE554KL_Green,smartphone,0.0,0.0,0.0
1009,Y17 4+128GB-紫（香港行貨）,H5912001_S_VI0016-pe,smartphone,0.0,0.0,0.0
1010,3G 智能手機 - A396 (白色),H0972006_S_322,smartphone,0.0,0.0,0.0
1011,China Mobile中國移動A4S(灰色)平行進口,H6652001_S_China_Mobile_A4S_BK,smartphone,0.0,0.0,0.0
1012,Zenfone Max Pro M2 4+128GB-黑（香港行貨）,H5912001_S_AS0006-gn,smartphone,0.0,0.0,0.0
1013,MOTO G5S PLUS（金色）(香港行貨),H5912001_S_MO0005_gd,smartphone,0.0,0.0,0.0
1014,Galaxy A60 (A6060),H0762001_S_Galaxy-A60-A6050-BK-800270189,smartphone,0.0,0.0,0.0
1015,Lenovo K5 Play 智能手機,S1076001_S_193268748026,smartphone,0.0,0.0,0.0
1016,8110 4G LTE 復刻版雙卡雙待手機【香港行貨】,H5170001_S_C000298-BK,smartphone,0.0,0.0,0.0
1017,4G-LTE 智能手機 - A1000 (黑色),H7019001_S_A1000_Black,smartphone,0.0,0.0,0.0
1018,Y9 Prime 2019 4GB+128GB 黑色 香港行貨,H6588001_S_Huawei_Y9_Prime_2019_Black,smartphone,0.0,0.0,0.0
1019,China Mobile中國移動A4S(金色)平行進口,H6652001_S_China_Mobile_A4S_GD,smartphone,0.0,0.0,0.0
1020,P30 8GB+128GB 極光色 香港行貨,H6588001_S_Huawei_P30_Aurora,smartphone,0.0,0.0,0.0
1021,Galaxy A60 SM-A6060 6+128GB Dual SIM-黑（香港行貨）,H5912001_S_SAM0049-bk,smartphone,0.0,0.0,0.0
1022,Galaxy S10e 6+128GB-黃（平行進口）,H5912001_S_SAM0046-yw,smartphone,0.0,0.0,0.0
1023,小米8 pro 8+128gb 透明色（香港行貨）,H5912001_S_Xa0036,smartphone,0.0,0.0,0.0
1024,暢享 MAX (4GB+128GB) 智能手機【平行進口】,H5170001_S_C000540-BK,smartphone,0.0,0.0,0.0
1025,小米 9  6+128GB-紫（香港行貨）,H5912001_S_Xa0069-pe,smartphone,0.0,0.0,0.0
1026,Google Pixel 3A 64gb white 平行進口,H5982001_S_pixel3a64gbwhite,smartphone,0.0,0.0,0.0
1027,China Mobile中國移動A4S(銀色)平行進口,H6652001_S_China_Mobile_A4S_SL,smartphone,0.0,0.0,0.0
1028,香港行貨(幻魅橙色)GALAXY A60 A6060 6GB RAM 128GB ROM,H7007001_S_SAMA6060H01OG01,smartphone,0.0,0.0,0.0
1029,Xperia 1 J9110 Black,H0775001_S_C01947,smartphone,0.0,0.0,0.0
1030,香港行貨(幻影黑色)GALAXY A20 A205 6GB RAM 128GB ROM,H7007001_S_SAMA6060H01BK01,smartphone,0.0,0.0,0.0
1031,P30 8GB+128GB 天空之境色 香港行貨,H6588001_S_Huawei_P30_BreathingCrystal,smartphone,0.0,0.0,0.0
1032,香港行貨(黑色)GALAXY A20 A205 3GB RAM 32GB ROM,H7007001_S_SAMA205H01BK01,smartphone,0.0,0.0,0.0
1033,Max 3 (4GB/64GB)（黑色）（香港行貨）,H5912001_S_Xa0024_bk,smartphone,0.0,0.0,0.0
1034,NEX 8+128GB 全面屏-黑（香港行貨）,H5912001_S_VI0010,smartphone,0.0,0.0,0.0
1035,香港行貨(棱鏡黑)GALAXY S10e G9700 6GB RAM 128GB ROM,H7007001_S_SAMG9700H01BK01,smartphone,0.0,0.0,0.0
1036,紅米Note 7 黑色 4G 64G Rom (香港行貨，小米1年保養),H0610012_S_241-75-A00087-1,smartphone,0.0,0.0,0.0
