,product_name,product_index,product_type,median_rates,mean_rates
819,A3XL 4G 智能電話 (灰銀),H0775001_S_AL02GSLI,smartphone,0.0,0.0
820,Galaxy S10 8GB+128GB 幻鑽黑色 香港行貨,H6588001_S_Samsung_S10_128_Black,smartphone,0.0,0.0
821,iPhone 7 Plus 更換顯示屏 - 上門服務（能正常顯示）,H6482001_S_176,smartphone,0.0,0.0
822,Y9 2019 4+64GB-紫（香港行貨）,H5912001_S_HU0013-pe,smartphone,0.0,0.0
823,X-FAST DUAL 32GB K600（黑色）(平行進口),H5912001_S_LG0007_bk,smartphone,0.0,0.0
824,Pro 128GB（黑色）（香港行貨）,H5912001_S_ST0001_bk,smartphone,0.0,0.0
825,BlackBerry DTEK60 Silver 香港行貨一年保養,H5982001_S_blackberrydtek60,smartphone,0.0,0.0
826,GOKI® 拍住充有自拍功能移動電源CXX-1219（6800mAh）,H0795001_S_CXX1219_RB,smartphone,0.0,0.0
827,GOKI GWC-1003 超薄無線充電器 (5W),H0795001_S_GWC1003_B,smartphone,0.0,0.0
828,Y15 智能電話 (4+64GB) - 珍珠黑,H0972010_S_Y15_Black,smartphone,0.0,0.0
829,Y12 智能電話 (3+32GB) - 海軍藍色,H0972010_S_000059,smartphone,0.0,0.0
830,P30 Pro 8GB+256GB 極光色 香港行貨,H6588001_S_Huawei_P30_Pro_Aurora,smartphone,0.0,0.0
831,Pixel 3a XL 4GB+64GB 黑色 平行進口,H6588001_S_Pixel_3a_XL_64_Black,smartphone,0.0,0.0
832,GOKI CXX-1250 Dual USB Slim Power Bank 5000mAh,H0795001_S_CXX1258_BK,smartphone,0.0,0.0
833,LMQ710 Q Stylus + 64GB-紫（香港行貨）,H5912001_S_LG0010,smartphone,0.0,0.0
834,Y9 2019 4GB+64GB 黑色 香港行貨,H6588001_S_Huawei_Y9_2019_Black,smartphone,0.0,0.0
835,Nova 4 8GB+128GB 黑色 香港行貨,H6588001_S_Nova_4_Black,smartphone,0.0,0.0
836,GALAXY S9+ DUAL 256GB G965FD 黑 (平行進口),H5912001_S_SAM0012_bk,smartphone,0.0,0.0
837,Xperia L3 3GB+32GB 黑色 香港行貨,H6588001_S_Sony_Xperia_L3_Black,smartphone,0.0,0.0
838,PIXEL XL 128GB（黑色）（平行進口）,H5912001_S_GE0004_bk,smartphone,0.0,0.0
839,4G-LTE 智能手機 - Mi Play (黑色),H7019001_S_Mi_Play_Black,smartphone,0.0,0.0
840,小米9 藍色 6G 128G Rom (香港行貨，小米1年保養),H0610012_S_241-75-A00095-1,smartphone,0.0,0.0
841,iPhone 11 Pro 5.8 inch 柔石微重 軍規防摔 保護殼 (綠),H5087001_S_hoda4795,smartphone,0.0,0.0
842,Presidio Pro iPhone 11 Pro Max Case - 海藍色,H5892002_S_130025-8531,smartphone,0.0,0.0
843,Xperia 10 Plus 6GB+64GB 金色 香港行貨,H6588001_S_Sony_Xperia10Plus_Gold,smartphone,0.0,0.0
844,6.22吋 4G-LTE 智能手機 - Y91C (2+32GB) (典雅黑) (原裝行貨),H0972006_S_vivo_Y91C_Black,smartphone,0.0,0.0
845,Galaxy A70 6GB/128GB A7050 黑色 (水貨),H6588002_S_Samsung_A70_Black_CN,smartphone,0.0,0.0
846,智能手機 K5 Play 黑色,H0775001_S_K5_Play_bk,smartphone,0.0,0.0
847,索尼 Xperia L3 I4332 銀色,H0775001_S_C01961,smartphone,0.0,0.0
848,POP4 7070i智能電話(金),H0775001_S_AL05GLD,smartphone,0.0,0.0
849,Galaxy S10+ 8GB+512GB 陶瓷黑色 香港行貨,H6588001_S_Samsung_S10P_512_Black,smartphone,0.0,0.0
850,XIAOMI-紅米 6 (4GB+64GB) -金 (香港行貨),H5912001_S_Xa0019_gd,smartphone,0.0,0.0
851,Redmi K20 Mi9t 6+128GB-黑(平行進口),H5912001_S_Xa0074-bk,smartphone,0.0,0.0
852,OnePlus 6t 8GB+128GB 午夜黑色 平行進口 中國版,H6588001_S_OP6t_8_128_MidBlk,smartphone,0.0,0.0
853,ePure 有線耳機 (有助於降低輻射影響) 粉紅,H0710001_S_SEC20406369,smartphone,0.0,0.0
854,Honor V20 8+256GB-藍（香港行貨）,H5912001_S_HU0010-be,smartphone,0.0,0.0
855,MUSASHI 武藏日系超薄摺機 - FTJ161A (白色),H7019001_S_FTJ161A_White,smartphone,0.0,0.0
856,4G-LTE 智能手機 - Honor 8A (黑色),H7019001_S_Honor_8A_Black,smartphone,0.0,0.0
857,Sony H8296 Xperia XZ2 Black 平行進口,H5982001_S_sonyh8296black64gb,smartphone,0.0,0.0
858,4G-LTE 三防智能手機 - ARMOR 6 (6+128GB) (黑色) (原廠行貨),H0972006_S_Armor_6_Black,smartphone,0.0,0.0
859,Galaxy S10e 6+128GB-黑(香港行貨),H5912001_S_SAM0059-bk,smartphone,0.0,0.0
860,Galaxy S10e 6+128GB-黑(香港行貨),H5912001_S_SAM0059-bk,smartphone,0.0,0.0
861,香港行貨(幻黑)GALAXY NOTE 10+ N9750 12GB RAM 256GB ROM,H7007001_S_SAMN975256H01BK01,smartphone,0.0,0.0
862,SAMSUNG Galaxy J2 Core 8GB Lavender 平行進口,H5982001_S_samsungj260fdlavender,smartphone,0.0,0.0
863,Galaxy S10 8GB+512GB 幻鑽黑色 香港行貨,H6588001_S_Samsung_S10_512_Black,smartphone,0.0,0.0
864,Y17 (原裝行貨) 全面屏手機 (4GB RAM+128GB ROM),H5937001_S_1902BU,smartphone,0.0,0.0
865,Xperia 10 Plus I4293 6+64GB 智能手機-黑 (香港行貨),H5912001_S_SY0015-bk,smartphone,0.0,0.0
866,Presidio Pro iPhone 11 Pro Case - 磨砂黑,H5892002_S_129891-1050,smartphone,0.0,0.0
867,Pictar One Plus 手機拍攝握把 銀白色特別版 適用於 iPhone 和 Android（4.7” 以上屏幕）,H0710001_S_MGO-SW46,smartphone,0.0,0.0
868,Caterpillar CAT S31 香港行貨一年保養,H5982001_S_cats31,smartphone,0.0,0.0
869,RG850 - IP68防水防塵認證 / MIL-STD 810G防摔 / 可戴上手套或濕手操作智能電話,H0972006_S_RG850,smartphone,0.0,0.0
870,索尼 Xperia XZ3 H9493 Green,H0775001_S_C01951,smartphone,0.0,0.0
871,索尼 Sony Xperia 10 I4193 銀色,H0775001_S_C01958,smartphone,0.0,0.0
872,Z6 青春版 (4+64GB) 智能手機【平行進口】,H5170001_S_C000542-BK,smartphone,0.0,0.0
873,"香港行貨 2018 iPhone 8 5.5""太空灰 64GB",S1103001_S_iphone8_64P_BLK,smartphone,0.0,0.0
874,GALAXY S9+ DUAL 128GB G965FD 黑 (平行進口),H5912001_S_SAM0011_bk,smartphone,0.0,0.0
875,Sony Xperia XZ F8332 64gb Silver 平行進口,H5982001_S_sonyf8332white,smartphone,0.0,0.0
876,索尼 Xperia L3 I4332 金色,H0775001_S_C01962,smartphone,0.0,0.0
877,iPhone XR 64GB-紅(香港行貨),H5912001_S_AP0018-rd,smartphone,0.0,0.0
878,紅米 7 紅色 3G 64G Rom (香港行貨，小米1年保養),H0610012_S_241-75-A00098-1,smartphone,0.0,0.0
879,SP598 十核極速高配手機,H5683001_S_P1669,smartphone,0.0,0.0
880,Xperia XZ3 6+64GB 智能手機-紅 (香港行貨),H5912001_S_SY0016-rd,smartphone,0.0,0.0
881,Honor Note 10 6 + 64GB-黑（平行進口）,H5912001_S_HU0015-bk,smartphone,0.0,0.0
882,Keyone Silver 32GB（香港行貨）,H5912001_S_BY0002,smartphone,0.0,0.0
883,NU3S，Qualcomm四核，簡約易控，一年保養！,H0778001_S_NU3S_BK,smartphone,0.0,0.0
884,Z5s 藍色 L78071,H0775019_S_C02052,smartphone,0.0,0.0
885,K9 藍色 前後雙鏡,H0775019_S_C02054,smartphone,0.0,0.0
886,Z5S 6+128GB 雙卡雙待-黑（平行進口）,H5912001_S_LN0008-bk,smartphone,0.0,0.0
887,Galaxy S10 SM-G973U 8+128GB 智能手機-緑（香港行貨）,H5912001_S_SAM0054-gn,smartphone,0.0,0.0
888,Reno 6GB+256GB 霧海綠色 平行進口 中國版,H6588001_S_Oppo_Reno_6_256_Green,smartphone,0.0,0.0
889,魅族Note9 4GB Ram / 64GB Rom，6.2“手機（白色）,H6781001_S_Note-9-M923H,smartphone,0.0,0.0
890,iPhone XR 256GB-黃(香港行貨),H5912001_S_AP0020-ye,smartphone,0.0,0.0
891,iPhone XS Max 64GB-黑（香港行貨）,H5912001_S_AP0024-bk,smartphone,0.0,0.0
892,GrabTab 平貼式指環支架,H5892002_S_122305-1050,smartphone,0.0,0.0
893,EDA51 數據採集機-香港原裝行貨,S6047001_S_EDA51,smartphone,0.0,0.0
894,智能手機跑步臂帶 粉紅,H0710001_S_STM-336-085DZ-21,smartphone,0.0,0.0
895,SAMSUNG Galaxy A50 4gb ram+128gb White 平行進口,H5982001_S_samsunga50128gbwhite,smartphone,0.0,0.0
896,NEX S 8GB+128GB 星鑽黑色 香港行貨,H6588001_S_Vivo_NEX1,smartphone,0.0,0.0
897,Iphone X/Xs/11 Pro 抗藍光 隱形滿版9H鋼化玻璃保護貼(附贈 DIY 工具包),H5087001_S_hoda0445,smartphone,0.0,0.0
898,Armor 2S - 三防堅固 / NFC / 4700mAh大電量智能手機,H0972006_S_2S,smartphone,0.0,0.0
899,iQOO - 電競手機 S855 / 12GB RAM / 128GB ROM / 4000mAh超長續航 (電光藍),H0972006_S_IQOO_BU,smartphone,0.0,0.0
900,6.59吋 4G-LTE 智能手機 - NEX (8+128GB) (黑藍) (原裝行貨),H0972006_S_vivo_NEX,smartphone,0.0,0.0
901,索尼 Xperia XA2 Plus H4493 黑色,H0775001_S_C01946,smartphone,0.0,0.0
902,索尼 Xperia XZ3 H9493 Red,H0775001_S_C01952,smartphone,0.0,0.0
903,Moto E4 Plus 3G+32G (灰色) (PA6Y0010HK) - 全新機,H5023002_S_PA6Y0010HK,smartphone,0.0,0.0
904,Galaxy A80 8+128GB a8050-銀（平行進口）,H5912001_S_SAM0070-sr,smartphone,0.0,0.0
905,Y91C 2GB+32GB 典雅黑色 香港行貨,H6588001_S_Vivo_Y91C_Black,smartphone,0.0,0.0
906,Reno 6GB+128GB 極夜黑色 平行進口 中國版,H6588001_S_Oppo_Reno_6_128_Black,smartphone,0.0,0.0
907,Y17 4GB+128GB 寶石藍色 香港行貨,H6588001_S_Vivo_Y17_Blue,smartphone,0.0,0.0
908,Moto G5 Plus XT1685 (4+32G) 智能電話,H0775019_S_L06,smartphone,0.0,0.0
909,紅米 K20 Pro 8GB+256GB 黑色 平行進口 中國版,H6588001_S_Redmi_K20Pro_8_256_Black_cn,smartphone,0.0,0.0
910,iPhone XR Presidio Ultra Case,H5892002_S_117061-3054,smartphone,0.0,0.0
911,P30 Lite 6GB+128GB（香港行貨）珍珠白,H5300001_S_AHUMAR-LX26-128GBPW1,smartphone,0.0,0.0
912,ONE PLUS 7 Pro 6+128GB-黑（平行進口）,H5912001_S_OP0009,smartphone,0.0,0.0
913,LINE FRIENDS AirPods Case with Keychain- Girl,H5156001_S_a320190617A12,smartphone,0.0,0.0
914,DTEK60 32GB（香港行貨）,H5912001_S_BY0005,smartphone,0.0,0.0
915,Alcatel 5V Blue 香港行貨一年保養,H5982001_S_alcatel5vblue,smartphone,0.0,0.0
916,SP528高清四核 4G LTE手機,H5683002_S_P1472,smartphone,0.0,0.0
917,V11 6GB+128GB 星雲紫 香港行貨,H6588001_S_Vivo_V11_Nebula,smartphone,0.0,0.0
918,NEX 雙屏版 10GB+128GB 冰原藍色 香港行貨,H6588001_S_Vivo_NEX2_Blue,smartphone,0.0,0.0
919,M30Pro 無線WiFi音響音頻無損HiFi音質音樂盒,H0972006_S_M30Pro,smartphone,0.0,0.0
920,D6全智能4G手機,H5683001_S_P2334,smartphone,0.0,0.0
921,索尼 Sony Xperia 10 I4193 黑色,H0775001_S_C01956,smartphone,0.0,0.0
922,智能手機 S5 黑色,H0775019_S_Lenovo_S5,smartphone,0.0,0.0
923,Z5 Pro GT 8+256GB-黑（平行進口）,H5912001_S_LN0006,smartphone,0.0,0.0
924,"香港行貨 2018 iPhone 8 4.7""銀色 64GB",S1103001_S_iphone8_64_SIL,smartphone,0.0,0.0
925,香港行貨(黑色)GALAXY A70 A7050 6GB RAM 128GB ROM,H7007001_S_SAMA70506H01BK01,smartphone,0.0,0.0
926,GALAXY S9+ DUAL 64GB G965FD 黑 (平行進口),H5912001_S_SAM0010_bk,smartphone,0.0,0.0
927,Xperia 1 6GB+128GB 霧灰色 香港行貨,H6588001_S_Sony_Xperia_1_Grey,smartphone,0.0,0.0
928,Xperia 1 6GB+128GB 雪白色 香港行貨,H6588001_S_Sony_Xperia_1_White,smartphone,0.0,0.0
929,"C9 2ram / 16rom  , 5.5"" 智能手機 (黑色)",S2229001_S_MZC9BK,smartphone,0.0,0.0
930,"C9 2ram / 16rom  , 5.5"" 智能手機 (藍色)",S2229001_S_MZC9BL,smartphone,0.0,0.0
931,iPhone SE 上門更換電池服務(包電池),H6482001_S_62,smartphone,0.0,0.0
932,iPhone 5 上門更換電池服務(包電池),H6482001_S_271,smartphone,0.0,0.0
933,iPhone XR 128GB-藍(香港行貨),H5912001_S_AP0019-be,smartphone,0.0,0.0
934,"Presidio Show iPhone 8, iPhone 7, iPhone 6s & iPhone 6 Case",H5892002_S_103111-5905,smartphone,0.0,0.0
935,S61 64GB 智能手機 (香港行貨),H5912001_S_Ca0004,smartphone,0.0,0.0
936,Keyone 64GB dual sim（香港行貨）,H5912001_S_BY0004,smartphone,0.0,0.0
937,M8S 64GB（香港行貨）,H5912001_S_ME0003,smartphone,0.0,0.0
938,4G-LTE 智能手機 - Note 7P (紫色),H7019001_S_Note_7P_Purple,smartphone,0.0,0.0
939,OnePlus 6T 128GB 午夜黑,H5300001_S_AOEA60106_128GBMBK4,smartphone,0.0,0.0
940,[最新型號]U12+ (6+128) 極鏡黑 智能電話(新一代水漾玻璃機身),H0775012_S_U12P1,smartphone,0.0,0.0
941,6.3吋 4G-LTE 智能手機 - V9 (4+64GB) (瓷釉黑) (原裝行貨),H0972006_S_vivo_V9_Black,smartphone,0.0,0.0
942,Galaxy S10 SM-G973U 8+512GB 智能手機-黑（香港行貨）,H5912001_S_SAM0055-bk,smartphone,0.0,0.0
943,Galaxy S10+ SM-G975U 8+128GB 智能手機-白 (香港行貨),H5912001_S_SAM0056-we,smartphone,0.0,0.0
944,Galaxy S10+ SM-G975U 8+512GB 智能手機-白 (香港行貨),H5912001_S_SAM0057-we,smartphone,0.0,0.0
945,Galaxy S10+Plus SM-G975U 8+128GB 智能手機-緑(平行進口),H5912001_S_SAM0073-gn,smartphone,0.0,0.0
946,香港行貨(棱鏡綠)GALAXY S10 G9730 8GB RAM 128GB ROM,H7007001_S_SAMG9730H01GN01,smartphone,0.0,0.0
947,香港行貨(珊瑚色)GALAXY A70 A7050 6GB RAM 128GB ROM,H7007001_S_SAMA70506H01CO01,smartphone,0.0,0.0
948,香港行貨(白色)GALAXY A70 A7050 6GB RAM 128GB ROM,H7007001_S_SAMA70506H01WH01,smartphone,0.0,0.0
949,Y91C 2GB+32GB 海洋藍色 香港行貨,H6588001_S_Vivo_Y91C_Blue,smartphone,0.0,0.0
950,OnePlus 7 Pro 6GB+128GB 曜岩灰色 平行進口 中國版,H6588001_S_OnePlus_7_Pro_6_128_MirrorGray,smartphone,0.0,0.0
951,Reno 6GB+128GB 星雲紫色 平行進口 中國版,H6588001_S_Oppo_Reno_6_128_Purple,smartphone,0.0,0.0
952,MOTO G6 Plus 64GB (香港行貨),H5912001_S_MO0009,smartphone,0.0,0.0
953,"Meizu C9 2ram / 16rom , 5.5"" cell phone (Blue)",H6781001_S_meizu_c9_bu,smartphone,0.0,0.0
954,"iPhone 8 4.7"" 金色 256GB",H5866001_S_MQ7H2ZP,smartphone,0.0,0.0
955,iPhone X 太空灰 256GB 包含 AppleCare+ 全方位服務計劃保障 2Years,H5866001_S_MQA82ZPAPPLECAREPLUS,smartphone,0.0,0.0
956,紅米 7 藍色 3G 64G Rom (香港行貨，小米1年保養),H0610012_S_241-75-A00097-1,smartphone,0.0,0.0
957,紅米 7 黑色 3G 64G Rom (香港行貨，小米1年保養),H0610012_S_241-75-A00096-1,smartphone,0.0,0.0
958,紅米 K20 Pro 6+128GB-黑 (平行進口),H5912001_S_Xa0075-bk,smartphone,0.0,0.0
959,S41（香港行貨）,H5912001_S_Ca0003,smartphone,0.0,0.0
960,iPhone XR Presidio SPORT Case,H5892002_S_117071-6685,smartphone,0.0,0.0
961,便攜 可折疊 攝影板（30 x 30厘米） 拍攝器材 聚焦板 雙面灰色/白色平衡參考卡,S1116001_S_8827,smartphone,0.0,0.0
962,Xperia 10 I4193 6+64GB 智能手機-粉 (香港行貨),H5912001_S_SY0014-pk,smartphone,0.0,0.0
963,G5 DUAL 32GB H860-黑(平行進口),H5912001_S_LG0002_bk,smartphone,0.0,0.0
964,4G-LTE 智能手機 - Ulefone X (黑色),H7019001_S_Ulefone_X_Black,smartphone,0.0,0.0
965,4G-LTE 三防智能手機 - Armor 6 (黑色),H7019001_S_Armor_6_Black,smartphone,0.0,0.0
966,[最新型號] U12+ (6+128) 火焰紅 智能電話(新一代水漾玻璃機身),H0775012_S_U12P3,smartphone,0.0,0.0
967,Y6 Prime 2018 3GB+32GB 黑色 香港行貨,H6588001_S_Huawei_Y6_Prime_2018_Black,smartphone,0.0,0.0
968,Xperia 10 Plus 6GB+64GB 銀色 香港行貨,H6588001_S_Sony_Xperia10Plus_Silver,smartphone,0.0,0.0
969,V6 6GB+128GB 愛丁堡藍色 香港行貨,H6588001_S_Meitu_V6_Blue,smartphone,0.0,0.0
970,iQOO Pro 5G版- 電競手機 S855 Plus / 8GB RAM / 256GB ROM / 4500mAh超長續航 (競速黑),H0972006_S_iQOO_Pro5G,smartphone,0.0,0.0
971,6.41吋 4G-LTE 智能手機 - V11 (6+128GB) (星雲色) (原裝行貨),H0972006_S_vivo_V11_Purple,smartphone,0.0,0.0
972,4G-LTE 智能手機 ZenFone Max Pro - ZB602KL (銀色),H7019001_S_ZB602KL_Silver,smartphone,0.0,0.0
973,K9 黑色 前後雙鏡,H0775019_S_C02099,smartphone,0.0,0.0
974,Moto G5S Plus 4G+32G (灰色) (PA6V0086HK) - 全新機,H5023002_S_PA6V0086HK,smartphone,0.0,0.0
975,香港行貨(棱鏡黑)GALAXY S10+ G9750 8GB RAM 128GB ROM,H7007001_S_SAMG9750H01BK01,smartphone,0.0,0.0
976,香港行貨(棱鏡白)GALAXY S10 G9730 8GB RAM 128GB ROM,H7007001_S_SAMG9730H01WH01,smartphone,0.0,0.0
977,OnePlus 7 Pro 8GB+256GB 曜岩灰色 平行進口 中國版,H6588001_S_OnePlus_7_8_256_MirrorGray,smartphone,0.0,0.0
978,K3 8GB+128GB 秘景黑色 平行進口 中國版,H6588001_S_Oppo_K3_Black,smartphone,0.0,0.0
979,K3 8GB+128GB 晨曦白色 平行進口 中國版,H6588001_S_Oppo_K3_White,smartphone,0.0,0.0
980,K3 8GB+128GB 星雲紫色 平行進口 中國版,H6588001_S_Oppo_K3_Purple,smartphone,0.0,0.0
981,MOTO G6 64GB (香港行貨),H5912001_S_MO0010,smartphone,0.0,0.0
982,"Meizu C9 Pro 3G ram / 32G rom , 5.5"" cell phone (Black)",H6781001_S_meizu_c9pro,smartphone,0.0,0.0
983,iPhone X 太空灰 64GB 包含 AppleCare+ 全方位服務計劃保障 2Years,H5866001_S_MQA52ZPAPPLECAREPLUS,smartphone,0.0,0.0
984,iPhone 5S 上門更換電池服務(包電池),H6482001_S_40,smartphone,0.0,0.0
985,iPhone 5S 更換顯示屏 - 上門服務（不能正常顯示）,H6482001_S_23,smartphone,0.0,0.0
986,iPhone XS Max 256GB-銀（香港行貨）,H5912001_S_AP0025-sr,smartphone,0.0,0.0
987,紅米 K20 Pro 8GB+256GB 紅色 平行進口 中國版,H6588001_S_Redmi_K20Pro_8_256_Red_cn,smartphone,0.0,0.0
988,Alcatel 5V Black 香港行貨一年保養,H5982001_S_alcatel5vblack,smartphone,0.0,0.0
989,NEX 雙屏版智能電話-冰原藍(香港行貨),H6691001_S_TL000574,smartphone,0.0,0.0
990,Huawei P30 全屏高清玻璃保護貼 - 黑,H5302006_S_L38GL26018,smartphone,0.0,0.0
991,iPhone XR Presidio Folio Case,H5892002_S_117062-7358,smartphone,0.0,0.0
992,Y91C (原裝行貨) 水滴全面屏手機 (2GB RAM+32GB ROM),H5937001_S_1820BL,smartphone,0.0,0.0
993,Honor Note 10 6 + 128GB-藍（平行進口）,H5912001_S_HU0016-be,smartphone,0.0,0.0
994,Honor Note 10 6 + 128GB-藍（平行進口）,H5912001_S_HU0016-be,smartphone,0.0,0.0
995,Keyone 64GB（香港行貨）,H5912001_S_BY0003,smartphone,0.0,0.0
996,4G-LTE 智能手機 - RE1 (黑色),H7019001_S_RE1_Black,smartphone,0.0,0.0
997,4G-LTE 智能手機 - RE1 (黑色),H7019001_S_RE1_Black,smartphone,0.0,0.0
998,NEX 智能電話-黑色(香港行貨),H6691001_S_TL000573,smartphone,0.0,0.0
999,3400 mA 智能手機平板電腦Ipad充電器 USB * 2,H5393002_S_1001655,smartphone,0.0,0.0
1000,V11 6GB+128GB 星空黑 香港行貨,H6588001_S_Vivo_V11_Black,smartphone,0.0,0.0
1001,V11 6GB+128GB 星空黑 香港行貨,H6588001_S_Vivo_V11_Black,smartphone,0.0,0.0
1002,OnePlus 6 8GB+128GB 亮瓷黑色 平行進口 中國版,H6588001_S_OP6_8_128_MirBlk,smartphone,0.0,0.0
1003,OnePlus 6 8GB+128GB 亮瓷黑色 平行進口 中國版,H6588001_S_OP6_8_128_MirBlk,smartphone,0.0,0.0
1004,OnePlus 6 8GB+256GB 午夜黑色 平行進口 中國版,H6588001_S_OP6_8_256_MidBlk,smartphone,0.0,0.0
1005,OnePlus 6 8GB+256GB 午夜黑色 平行進口 中國版,H6588001_S_OP6_8_256_MidBlk,smartphone,0.0,0.0
1006,iPhone 11 Pro Max 6.5 inch 柔石微重 軍規防摔 保護殼 (黑),H5087001_S_hoda4887,smartphone,0.0,0.0
1007,iPhone 11 Pro Max 6.5 inch 柔石微重 軍規防摔 保護殼 (綠),H5087001_S_hoda4870,smartphone,0.0,0.0
1008,iPhone 11 Pro Max 6.5 inch 柔石微重 軍規防摔 保護殼 (綠),H5087001_S_hoda4870,smartphone,0.0,0.0
1009,Z6 Pro 藍黑色 L78071,H0775019_S_C02053,smartphone,0.0,0.0
1010,LENOVO Z5S(L78071)智能手機,S1076001_S_PAEY0019HK,smartphone,0.0,0.0
1011,LENOVO Z5S(L78071)智能手機,S1076001_S_PAEY0019HK,smartphone,0.0,0.0
1012,Z5 Pro GT 6+128GB-黑（平行進口）,H5912001_S_LN0005,smartphone,0.0,0.0
1013,Z5 Pro GT 6+128GB-黑（平行進口）,H5912001_S_LN0005,smartphone,0.0,0.0
1014,K5 Play 3+32GB-黑（香港行貨）,H5912001_S_LN0009-bk,smartphone,0.0,0.0
1015,K5 Play 3+32GB-黑（香港行貨）,H5912001_S_LN0009-bk,smartphone,0.0,0.0
1016,香港行貨(棱鏡綠)GALAXY S10+ G9750 8GB RAM 128GB ROM,H7007001_S_SAMG9750H01GN01,smartphone,0.0,0.0
1017,香港行貨(黑色)GALAXY A70 A7050 8GB RAM 128GB ROM,H7007001_S_SAMA70508H01BK01,smartphone,0.0,0.0
1018,紅米 K20 Pro 8GB+128GB 紅色 平行進口 中國版,H6588001_S_Redmi_K20Pro_8_128_Red_cn,smartphone,0.0,0.0
1019,Reno 10X 8GB+256GB 霧海綠色 平行進口 中國版,H6588001_S_Oppo_Reno_10X_8GB_Green,smartphone,0.0,0.0
1020,Reno 6GB+256GB 薄霧粉色 平行進口 中國版,H6588001_S_Oppo_Reno_6_256_Pink,smartphone,0.0,0.0
1021,Xperia 1 6GB+128GB 夜黑色 香港行貨,H6588001_S_Sony_Xperia_1_Black,smartphone,0.0,0.0
1022,OnePlus 6t 8GB+256GB 午夜黑色 平行進口 中國版,H6588001_S_OP6t_8_256_MidBlk,smartphone,0.0,0.0
1023,V15 Pro 6GB+128GB 珊瑚紅色 香港行貨,H6588001_S_Vivo_V15Pro_Red,smartphone,0.0,0.0
1024,"Moto Z2 Force : XT1789-06 ,6/64GB 智能電話",H0775019_S_L12,smartphone,0.0,0.0
1025,"iPhone 8 4.7"" 金色 256GB 包含 AppleCare+ 全方位服務計劃保障 2Years",H5866001_S_MQ7H2ZPAPPLECAREPLUS,smartphone,0.0,0.0
1026,iPhone 6 Plus 更換顯示屏 - 上門服務（不能正常顯示）,H6482001_S_89,smartphone,0.0,0.0
1027,SP586極速八核4G智能手機,H5683002_S_P1870,smartphone,0.0,0.0
1028,U12 Life 月光藍 (4GB RAM + 64GB ROM),H0775012_S_htcu12lmlb,smartphone,0.0,0.0
1029,iPhone 5C 上門更換電池服務(包電池),H6482001_S_18,smartphone,0.0,0.0
1030,MOTO Z2 FORCE (香港行貨),H5912001_S_MO0001,smartphone,0.0,0.0
1031,索尼Xperia L3 I4332 黑色,H0775001_S_C01960,smartphone,0.0,0.0
1032,iQOO Neo - 電競手機 S845 / 8GB RAM / 128GB ROM / 4500mAh超長續航 (電光紫),H0972006_S_iQOO_Neo,smartphone,0.0,0.0
1033,紅米 K20 Pro 8+128GB-藍 (平行進口),H5912001_S_Xa0076-be,smartphone,0.0,0.0
1034,香港行貨(棱鏡銀)GALAXY S10+ G9750 8GB RAM 128GB ROM,H7007001_S_SAMG9750H01SV01,smartphone,0.0,0.0
1035,4G-LTE 智能手機 - Power 6 (藍色),H7019001_S_Power_6_Blue,smartphone,0.0,0.0
1036,4G-LTE 智能手機 - IQOO (藍色),H7019001_S_IQOO_Blue,smartphone,0.0,0.0
1037,紅米 K20 Pro 6GB+128GB 黑色 平行進口 中國版,H6588001_S_Redmi_K20Pro_6_128_Black_cn,smartphone,0.0,0.0
1038,紅米 K20 Pro 8GB+256GB 藍色 平行進口 中國版,H6588001_S_Redmi_K20Pro_8_256_Blue_cn,smartphone,0.0,0.0
1039,Reno 10X 8GB+256GB 極夜黑色 平行進口 中國版,H6588001_S_Oppo_Reno_10X_8GB_Black,smartphone,0.0,0.0
1040,Y7 Pro 2019 3GB+32GB 極光藍色 香港行貨,H6588001_S_Huawei_Y7_Pro_2019_Blue,smartphone,0.0,0.0
1041,iQOO 8GB+128GB 橙色 平行進口 中國版,H6588001_S_Vivo_IQOO_8_128_Orange,smartphone,0.0,0.0
1042,U6 曲面全屏高配八核手機,H5683001_S_P2215,smartphone,0.0,0.0
1043,iPhone 6S 更換顯示屏 - 上門服務（不能正常顯示）,H6482001_S_111,smartphone,0.0,0.0
1044,iPhone 8 Plus 更換顯示屏 - 上門服務（能正常顯示）,H6482001_S_219,smartphone,0.0,0.0
1045,iPhone 8 上門更換電池服務(包電池),H6482001_S_215,smartphone,0.0,0.0
1046,6.39吋 4G-LTE 智能手機 - NEX雙屏版 (10+128GB) (冰原藍) (原裝行貨),H0972006_S_vivo_NEX_Dual_Display,smartphone,0.0,0.0
1047,6.22吋 4G-LTE 智能手機 - Y95 (4+64GB) (星夜黑) (原裝行貨),H0972006_S_vivo_Y95_Black,smartphone,0.0,0.0
1048,6.41吋 4G-LTE 智能手機 - V11 (6+128GB) (星空色) (原裝行貨),H0972006_S_vivo_V11_Black,smartphone,0.0,0.0
1049,Reno 10X 6GB+128GB 極夜黑色 平行進口 中國版,H6588001_S_Oppo_Reno_10X_6GB_Black,smartphone,0.0,0.0
1050,Y95 4GB+64GB 極光紅 香港行貨,H6588001_S_Vivo_Y95_Red,smartphone,0.0,0.0
