,,product_index,product_type,product_brand,product_name,product_price,average_rate,no_of_rates,seller,website
,71,H0762001_S_Tab-S4-Wifi-T830-256GB-BK-800670038,tablet,三星,Galaxy Tab S4 WiFi 256GB - 黑色,4948.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/平板電腦/Galaxy-Tab-S4-WiFi-256GB-黑色/p/H0762001_S_Tab-S4-Wifi-T830-256GB-BK-800670038
,72,H6623001_S_GT1005_BLU,tablet,Global Trend,"12"" 液晶電子手寫板可局部擦寫",178.0,0.0,0,JACKMAX-INDUSTRIES,https://www.hktvmall.com/hktv/zh/main/JACKMAX-INDUSTRIES/s/H6623001/電子電器/電子電器/電腦及週邊設備/周邊設備/繪圖板-手寫板/12-液晶電子手寫板可局部擦寫/p/H6623001_S_GT1005_BLU
,73,H5189001_S_Alldocube-X-128GB,tablet,酷比魔方,Alldocube X 128GB,2399.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/平板電腦/Alldocube-X-128GB/p/H5189001_S_Alldocube-X-128GB
,74,H0710001_S_MA-WH,tablet,Bluelounge,BlueLounge Mika 純白色,288.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/電腦及週邊設備/平板電腦/BlueLounge-Mika-純白色/p/H0710001_S_MA-WH
,75,H0710001_S_NS-GRN,tablet,Bluelounge,多功能底座 iPad / 平板 / 手機 綠色 *綠色1個*,98.0,0.0,0,DISTEXPRESS,https://www.hktvmall.com/hktv/zh/main/DISTEXPRESS/s/H0710001/電子電器/電子電器/電腦及週邊設備/平板電腦/多功能底座-iPad-平板-手機-綠色-綠色1個/p/H0710001_S_NS-GRN
,76,H6588001_S_Samsung_TabS4_LTE_64GB_Gray,tablet,三星,Tab S4 4GB+64GB LTE 灰色 香港行貨,5199.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/平板電腦/Tab-S4-4GB64GB-LTE-灰色-香港行貨/p/H6588001_S_Samsung_TabS4_LTE_64GB_Gray
,77,H6795001_S_kamvaspro22,tablet,Huion,Kamvas Pro 22,7299.0,0.0,0,PLUS-ONE-COMPANY,https://www.hktvmall.com/hktv/zh/main/PLUS-ONE-COMPANY/s/H6795001/電子電器/電子電器/電腦及週邊設備/周邊設備/繪圖板-手寫板/Kamvas-Pro-22/p/H6795001_S_kamvaspro22
,78,S1076001_S_PA8B0021HK,tablet,Lenovo ,K8 3GB/32GB 智能手機,1699.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/平板電腦/K8-3GB32GB-智能手機/p/S1076001_S_PA8B0021HK
,79,H5023002_S_ZA0R0091HK_BN,tablet,聯想,Tab 3 7 Essential TB3-710F 1G+16G (ZA0R0091HK) - 全新機行貨,699.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/平板電腦/Tab-3-7-Essential-TB3710F-1G16G-ZA0R0091HK-全新機行貨/p/H5023002_S_ZA0R0091HK_BN
,80,H0972006_S_iplay10pro,tablet,酷比魔方,iPlay10 Pro 10.1英寸大屏娛樂平板電腦2019新款,899.0,0.0,0,ASK-Super-Outlet,https://www.hktvmall.com/hktv/zh/main/ASK-Super-Outlet/s/H1142001/電子電器/電子電器/手機及平板電腦/平板電腦/iPlay10-Pro-101英寸大屏娛樂平板電腦2019新款/p/H0972006_S_iplay10pro
,81,H0972006_S_iplay8pro,tablet,酷比魔方,iPlay8 Pro 8英寸掌上輕薄遊戲娛樂平板電腦2019新款,699.0,0.0,0,ASK-Super-Outlet,https://www.hktvmall.com/hktv/zh/main/ASK-Super-Outlet/s/H1142001/電子電器/電子電器/手機及平板電腦/平板電腦/iPlay8-Pro-8英寸掌上輕薄遊戲娛樂平板電腦2019新款/p/H0972006_S_iplay8pro
,82,H5189001_S_Alldocube-iPlay7T,tablet,酷比魔方,Alldocube iPlay 7T,899.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/手機及平板電腦/平板電腦/Alldocube-iPlay-7T/p/H5189001_S_Alldocube-iPlay7T
,83,H5189001_S_Alldocube-iPlay10pro,tablet,酷比魔方,Alldocube iPlay 10 Pro,900.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/平板電腦/Alldocube-iPlay-10-Pro/p/H5189001_S_Alldocube-iPlay10pro
,84,H5189001_S_Alldocube-iPlay8pro,tablet,酷比魔方,Alldocube iPlay 8 Pro,699.0,0.0,0,Gaminghk,https://www.hktvmall.com/hktv/zh/main/Gaminghk/s/H5189001/電子電器/電子電器/電腦及週邊設備/平板電腦/Alldocube-iPlay-8-Pro/p/H5189001_S_Alldocube-iPlay8pro
,85,H6588001_S_Amazon_FireHD_8_2018_16GB_Black,tablet,AMAZON,Fire HD 8 16GB 平板電腦 黑色 平行進口 (8th Gen 2018),699.0,0.0,0,輝煌數碼有限公司,https://www.hktvmall.com/hktv/zh/main/輝煌數碼有限公司/s/H6588001/電子電器/電子電器/手機及平板電腦/平板電腦/Fire-HD-8-16GB-平板電腦-黑色-平行進口-8th-Gen-2018/p/H6588001_S_Amazon_FireHD_8_2018_16GB_Black
,86,H5967001_S_hd8,tablet,AMAZON,"Fire HD 8 8th Gen 2018 8"" 16GB HD Display Tablet with Alexa Voice Conrtrol 黑色 (平行進口)",679.0,4.5,2,BusinessPro,https://www.hktvmall.com/hktv/zh/main/BusinessPro/s/H5967001/電子電器/電子電器/手機及平板電腦/平板電腦/Fire-HD-8-8th-Gen-2018-8-16GB-HD-Display-Tablet-with-Alexa-Voice-Conrtrol-黑色-平行進口/p/H5967001_S_hd8
,87,S1076001_S_193268748026,tablet,Lenovo ,Lenovo K5 Play 智能手機,994.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/手機及平板電腦/手提電話/智能電話/Lenovo-K5-Play-智能手機/p/S1076001_S_193268748026
,88,H0762001_S_Tab-S4-Wifi-T830-64GB-GY-800670036,tablet,三星,Galaxy Tab S4 WiFi 64GB - 灰色,4098.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/平板電腦/Galaxy-Tab-S4-WiFi-64GB-灰色/p/H0762001_S_Tab-S4-Wifi-T830-64GB-GY-800670036
,89,H5023001_S_ZA2M0000HK,tablet,聯想,Tab 4 10 Plus TB-X704F 優質 10.1 吋平板電腦配備 (ZA2M0000HK) - 高質陳列品,1499.0,4.0,2,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/手機及平板電腦/平板電腦/Tab-4-10-Plus-TBX704F-優質-101-吋平板電腦配備-ZA2M0000HK-高質陳列品/p/H5023001_S_ZA2M0000HK
,90,G5031001_S_MW742,tablet,APPLE,"10.2-inch iPad Wi-Fi (2019), 32GB - 大空灰 #HK行貨",2599.0,0.0,0,Metro-com,https://www.hktvmall.com/hktv/zh/main/Metro-com/s/G5031001/電子電器/電子電器/手機及平板電腦/平板電腦/102inch-iPad-WiFi-2019-32GB-大空灰-HK行貨/p/G5031001_S_MW742
,91,G5031001_S_MW772,tablet,APPLE,"10.2-inch iPad Wi-Fi (2019), 128GB - 太空灰 #HK行貨",3399.0,0.0,0,Metro-com,https://www.hktvmall.com/hktv/zh/main/Metro-com/s/G5031001/電子電器/電子電器/手機及平板電腦/平板電腦/102inch-iPad-WiFi-2019-128GB-太空灰-HK行貨/p/G5031001_S_MW772
,92,G5031001_S_MW6E2,tablet,APPLE,10.2-inch iPad Wi-Fi + Cellular (2019) 128GB - 太空灰 #HK行貨,4399.0,0.0,0,Metro-com,https://www.hktvmall.com/hktv/zh/main/Metro-com/s/G5031001/電子電器/電子電器/手機及平板電腦/平板電腦/102inch-iPad-WiFi-Cellular-2019-128GB-太空灰-HK行貨/p/G5031001_S_MW6E2
,93,H7094001_S_JBLTEST,tablet,JBL,NAME,888.0,0.0,0,蔡氏數碼科技(集團)有限公司,https://www.hktvmall.com/hktv/zh/main/蔡氏數碼科技(集團)有限公司/s/H7094001/電子電器/電子電器/電腦及週邊設備/周邊設備/鍵盤-滑鼠/鍵盤/NAME/p/H7094001_S_JBLTEST
laptop,,,,,,,,,,
,94,S1116001_S_7521,laptop,BlueBeach,家庭 辦公室 旅行 可折疊 便攜式 筆記本 手提電腦 平板電腦 底座 支架,115.0,4.9,7,Bluebeach-Trading-Company-Ltd,https://www.hktvmall.com/hktv/zh/main/Bluebeach-Trading-Company-Ltd/s/S1116001/電子電器/電子電器/手機及平板電腦/手機周邊配件/三腳架及穩定器/家庭-辦公室-旅行-可折疊-便攜式-筆記本-手提電腦-平板電腦-底座-支架/p/S1116001_S_7521
,95,H6603001_S_Aspire_SF114_32_P69T_NX_GZPCF_003,laptop,ACER,"SF114 14"" FHD N5000 4G 128G SHARE Win10 S mode (粉紅色)",2999.0,5.0,2,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/SF114-14-FHD-N5000-4G-128G-SHARE-Win10-S-mode-粉紅色/p/H6603001_S_Aspire_SF114_32_P69T_NX_GZPCF_003
,96,H0762001_S_Acer-SF314-56-52YM-007160309,laptop,ACER,"Swift 3 筆記型電腦 (14"", i5-8265U, 8GB RAM, 128GB SSD, 1TB HDD, Win 10) SF314-56-52YM",5098.0,5.0,2,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Swift-3-筆記型電腦-14-i58265U-8GB-RAM-128GB-SSD-1TB-HDD-Win-10-SF3145652YM/p/H0762001_S_Acer-SF314-56-52YM-007160309
,97,H0762001_S_NP530XBB-K02HK-800160053,laptop,三星,"NOTEBOOK FLASH 13.3"" Pentium N5000 筆記簿型電腦 NP530XBB-K02HK",3798.0,5.0,1,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/NOTEBOOK-FLASH-133-Pentium-N5000-筆記簿型電腦-NP530XBBK02HK/p/H0762001_S_NP530XBB-K02HK-800160053
,98,H5023001_S_81A5002NHH,laptop,聯想,IdeaPad 120s-14IAP 經濟4核心配備SSD硬盤手提電腦 (81A5002NHH) - 高質陳列品,2699.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-120s14IAP-經濟4核心配備SSD硬盤手提電腦-81A5002NHH-高質陳列品/p/H5023001_S_81A5002NHH
,99,H0762001_S_Acer-SF515-51T-570G-007160305,laptop,ACER,"Swift 5 筆記型電腦 (15.6"", i5-8265U, 8GB RAM, 256GB SSD, Win 10) SF515-51T-570G",7498.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Swift-5-筆記型電腦-156-i58265U-8GB-RAM-256GB-SSD-Win-10-SF51551T570G/p/H0762001_S_Acer-SF515-51T-570G-007160305
,100,H5023001_S_80NV006XHH,laptop,聯想,Y700-15ISK Core i7 15.6寸電競手提電腦 (80NV006XHH_128) - 高質陳列品,5499.0,5.0,2,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Y70015ISK-Core-i7-156寸電競手提電腦-80NV006XHH128-高質陳列品/p/H5023001_S_80NV006XHH
,101,H5023001_S_20GJS00N00,laptop,聯想,ThinkPad 13 i5 輕便商務手提電腦 (20GJS00N00) - 高質陳列品,4999.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/ThinkPad-13-i5-輕便商務手提電腦-20GJS00N00-高質陳列品/p/H5023001_S_20GJS00N00
,102,H0762001_S_NP530XBB-K01HK-WH,laptop,三星,"NOTEBOOK FLASH 13.3"" Pentium N5000 筆記簿型電腦 NP530XBB-K01HK",3798.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/NOTEBOOK-FLASH-133-Pentium-N5000-筆記簿型電腦-NP530XBBK01HK/p/H0762001_S_NP530XBB-K01HK-WH
,103,G5031001_S_MRE82ZP,laptop,APPLE,"13-inch MacBook Air, 1.6ghz i5, 128GB (2018), 太空灰 #HK VER.",7380.0,0.0,0,Metro-com,https://www.hktvmall.com/hktv/zh/main/Metro-com/s/G5031001/電子電器/電子電器/電腦及週邊設備/手提電腦/13inch-MacBook-Air 16ghz-i5-128GB-2018-太空灰-HK-VER/p/G5031001_S_MRE82ZP
,104,H5023001_S_20FB0031HH,laptop,聯想,ThinkPad X1 Carbon G4 纖薄高速 14 吋商用 ULTRABOOK (20FB0031HH) - 高質陳列品,6699.0,5.0,1,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/ThinkPad-X1-Carbon-G4-纖薄高速-14-吋商用-ULTRABOOK-20FB0031HH-高質陳列品/p/H5023001_S_20FB0031HH
,105,H0800001_S_E558K503B,laptop,Fujitsu,"E558K503B 日本制造15.6""全高清 手提電腦 i5-8250U 8GB 256GB SSD WIN10 Home",6500.0,3.0,1,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/E558K503B-日本制造156全高清-手提電腦-i58250U-8GB-256GB-SSD-WIN10-Home/p/H0800001_S_E558K503B
,106,H0800001_S_U757K505B,laptop,Fujitsu,"Lifebook U757K505B 日本制造 Core i5 /256G SSD /15.6"" 4K Mon 1.72KG  [陳列品]",4798.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/Lifebook-U757K505B-日本制造-Core-i5-256G-SSD-156-4K-Mon-172KG-陳列品/p/H0800001_S_U757K505B
,107,H0762001_S_Acer-SF314-56G-58MJ-007160312,laptop,ACER,"Swift 3 筆記型電腦 (14"", i5-8265U, 8GB RAM, 256GB SSD, 1TB HDD, MX250, Win 10) SF314-56G-58MJ",5798.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Swift-3-筆記型電腦-14-i58265U-8GB-RAM-256GB-SSD-1TB-HDD-MX250-Win-10-SF31456G58MJ/p/H0762001_S_Acer-SF314-56G-58MJ-007160312
,108,H6997001_S_Lenovo_T430,laptop,Lenovo ,"Lenovo i7 ThinkPad T430 14"" i7-3540m / 8G ram / 256 SSD / Window 10 吋手提電腦 [官方翻新品]",4400.0,0.0,0,B&F,https://www.hktvmall.com/hktv/zh/main/B&F/s/H6997001/電子電器/電子電器/電腦及週邊設備/手提電腦/Lenovo-i7-ThinkPad-T430-14-i73540m-8G-ram-256-SSD-Window-10-吋手提電腦-官方翻新品/p/H6997001_S_Lenovo_T430
,109,H5807001_S_4895076203440,laptop,快譯通,XD88 Super 學習機,1580.0,4.0,1,Unstoppable,https://www.hktvmall.com/hktv/zh/main/Unstoppable/s/H5807001/電子電器/電子電器/電腦及週邊設備/手提電腦/XD88-Super-學習機/p/H5807001_S_4895076203440
,110,H5023001_S_81B0008XHH,laptop,聯想,V330 8代 i5 卓越價值並驚奇效能筆電 (81B0008XHH) - 高質陳列品,4199.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/V330-8代-i5-卓越價值並驚奇效能筆電-81B0008XHH-高質陳列品/p/H5023001_S_81B0008XHH
,111,H0762001_S_XE500C13-K03US-800160302,laptop,三星,"(11.6"", N3060,4GB RAM,32GB eMMC) XE500C13-K01HK Chrome OS 筆記簿型電腦",1798.0,4.9,7,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/116-N30604GB-RAM32GB-eMMC-XE500C13K01HK-Chrome-OS-筆記簿型電腦/p/H0762001_S_XE500C13-K03US-800160302
,112,H0762001_S_Acer-SF514-53T-505N-007160300,laptop,ACER,"Swift 5 筆記型電腦 (14"", i5-8265U, 8GB RAM, 256GB SSD, Win 10) SF514-53T-505N",6898.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/Swift-5-筆記型電腦-14-i58265U-8GB-RAM-256GB-SSD-Win-10-SF51453T505N/p/H0762001_S_Acer-SF514-53T-505N-007160300
,113,S1116001_S_7869,laptop,BlueBeach,Apple MacBook Pro 13.3水晶透明保護外殼 適用於13.3寸MacBook Pro A1989/A1706/A1708,65.0,4.8,4,Bluebeach-Trading-Company-Ltd,https://www.hktvmall.com/hktv/zh/main/Bluebeach-Trading-Company-Ltd/s/S1116001/電子電器/電子電器/電腦及週邊設備/其他電腦產品/Mac專用配件/Apple-MacBook-Pro-133水晶透明保護外殼-適用於133寸MacBook-Pro-A1989A1706A1708/p/S1116001_S_7869
,114,G5031001_S_APPMBA256_MRE92,laptop,APPLE,"MacBook Air 13-inch, 1.6GHz dual-core Intel Core i5, 256GB (2018 年), 太空灰 #HK行貨",8680.0,0.0,0,Metro-com,https://www.hktvmall.com/hktv/zh/main/Metro-com/s/G5031001/電子電器/電子電器/電腦及週邊設備/手提電腦/MacBook-Air-13inch-16GHz-dualcore-Intel-Core-i5-256GB-2018-年-太空灰-HK行貨/p/G5031001_S_APPMBA256_MRE92
,115,S1076001_S_192940985186,laptop,聯想,LENOVO IP S130-14IGM (81J2001AHH) 手提筆記型電腦,3223.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-IP-S13014IGM-81J2001AHH-手提筆記型電腦/p/S1076001_S_192940985186
,116,H6997001_S_LENOVO_I5_T430,laptop,Lenovo ,"Lenovo 聯想 ThinkPad T430 i5-3320M CPU 8GB RAM, 320GB HD 手提電腦 notebook computer [官方認證翻新機]",2950.0,0.0,0,B&F,https://www.hktvmall.com/hktv/zh/main/B&F/s/H6997001/電子電器/電子電器/電腦及週邊設備/手提電腦/Lenovo-聯想-ThinkPad-T430-i53320M-CPU-8GB-RAM-320GB-HD-手提電腦-notebook-computer-官方認證翻新機/p/H6997001_S_LENOVO_I5_T430
,117,H0661001_S_NBOHPA-14-ce1030TX,laptop,HP,Pavilion 14-ce1030TX 5MX31PA#AB5- Pale Gold,5388.0,0.0,0,Centralfield,https://www.hktvmall.com/hktv/zh/main/Centralfield/s/H0661001/電子電器/電子電器/電腦及週邊設備/手提電腦/Pavilion-14ce1030TX-5MX31PAAB5-Pale-Gold/p/H0661001_S_NBOHPA-14-ce1030TX
,118,H5023002_S_81MU00B7HH,laptop,聯想,IdeaPad S145 14吋 i5 8G 256 SSD 手提電腦 (81MU00B7HH),4899.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-S145-14吋-i5-8G-256-SSD-手提電腦-81MU00B7HH/p/H5023002_S_81MU00B7HH
,119,H5023001_S_80V0000YHH_DU,laptop,聯想,"IdeaPad 510S 13.3"" i5 SSD 輕巧高效手提電腦 (80V0000YHH) - 高質陳列品",4899.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-510S-133-i5-SSD-輕巧高效手提電腦-80V0000YHH-高質陳列品/p/H5023001_S_80V0000YHH_DU
,120,H5023002_S_81F4007BHH,laptop,聯想,IdeaPad 330s 14吋 8代i7 纖巧幼邊筆記型電腦 (81F4007BHH) - 全新機,7498.0,0.0,0,Protech-Computer,https://www.hktvmall.com/hktv/zh/main/Protech-Computer/s/H5023002/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-330s-14吋-8代i7-纖巧幼邊筆記型電腦-81F4007BHH-全新機/p/H5023002_S_81F4007BHH
,121,H0762001_S_NP530XBB-K03HK-800160054,laptop,三星,"NOTEBOOK FLASH 13.3"" Pentium N5000 筆記簿型電腦 NP530XBB-K03HK",3798.0,0.0,0,Mob-hk,https://www.hktvmall.com/hktv/zh/main/Mob-hk/s/H0762001/電子電器/電子電器/電腦及週邊設備/手提電腦/NOTEBOOK-FLASH-133-Pentium-N5000-筆記簿型電腦-NP530XBBK03HK/p/H0762001_S_NP530XBB-K03HK-800160054
,122,H0661001_S_NBOHPA-HPSTREAM11-ah113TU,laptop,HP,"STREAM 11-ah113TU 11.6"" 4NT27PA#AB5 Infinity Purple",1950.0,3.0,2,Centralfield,https://www.hktvmall.com/hktv/zh/main/Centralfield/s/H0661001/電子電器/電子電器/電腦及週邊設備/手提電腦/STREAM-11ah113TU-116-4NT27PAAB5-Infinity-Purple/p/H0661001_S_NBOHPA-HPSTREAM11-ah113TU
,123,H6934001_S_XPS15-7590-R1740H-S-W10,laptop,Dell,XPS15-7590-R1740H-S-W10,16999.0,0.0,0,D--Century-Technology-Limited,https://www.hktvmall.com/hktv/zh/main/D--Century-Technology-Limited/s/H6934001/電子電器/電子電器/電腦及週邊設備/手提電腦/XPS157590R1740HSW10/p/H6934001_S_XPS15-7590-R1740H-S-W10
,124,H5023001_S_80X800JXHH,laptop,聯想,Yoga 520-14IKB 2合一 Core i5 觸屏手提電腦 (80X800JXHH) - 高質陳列品,4499.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/Yoga-52014IKB-2合一-Core-i5-觸屏手提電腦-80X800JXHH-高質陳列品/p/H5023001_S_80X800JXHH
,125,H5023001_S_80M5006SHH_240,laptop,聯想,IdeaPad U31-70 240GB 手提電腦 (80M5006SHH_240) - 高質陳列品,3899.0,0.0,0,OB-House,https://www.hktvmall.com/hktv/zh/main/OB-House/s/H5023001/電子電器/電子電器/電腦及週邊設備/手提電腦/IdeaPad-U3170-240GB-手提電腦-80M5006SHH240-高質陳列品/p/H5023001_S_80M5006SHH_240
,126,H5807001_S_4895076203495,laptop,快譯通,AD300 Android 語音專業辭典機,2356.0,5.0,1,Unstoppable,https://www.hktvmall.com/hktv/zh/main/Unstoppable/s/H5807001/電子電器/電子電器/電腦及週邊設備/手提電腦/AD300-Android-語音專業辭典機/p/H5807001_S_4895076203495
,127,S1076001_S_31P90K800CVHH,laptop,聯想,LENOVO IDEACENTRE 510S-07ICB (90K800CVHH) 桌上型電腦,5999.0,0.0,0,Vertex-恆進,https://www.hktvmall.com/hktv/zh/main/Vertex-恆進/s/S1076001/電子電器/電子電器/電腦及週邊設備/手提電腦/LENOVO-IDEACENTRE-510S07ICB-90K800CVHH-桌上型電腦-/p/S1076001_S_31P90K800CVHH
,128,S1116001_S_7662,laptop,BlueBeach,直立式 筆記本電腦支架 鋁合金 可調節厚度 節省空間 適用於Apple MacBook,150.0,4.7,3,Bluebeach-Trading-Company-Ltd,https://www.hktvmall.com/hktv/zh/main/Bluebeach-Trading-Company-Ltd/s/S1116001/電子電器/電子電器/電腦及週邊設備/其他電腦產品/Mac專用配件/直立式-筆記本電腦支架-鋁合金-可調節厚度-節省空間-適用於Apple-MacBook/p/S1116001_S_7662
,129,H6603001_S_A315_54_33GC_NXHEFCF001,laptop,ACER,"A315 15.6"" FHD i3-8145u 8G 128G+1TB SHARE Win10 Home",3899.0,0.0,0,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/A315-156-FHD-i38145u-8G-128G1TB-SHARE-Win10-Home/p/H6603001_S_A315_54_33GC_NXHEFCF001
,130,H0800001_S_S937K501W,laptop,Fujitsu,"LIFEBOOK S937K501 白色 日本制造手提電腦 13.3"" FHD i5 8GB 256GB WIN10 Pro 1.19Kg",7998.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/LIFEBOOK-S937K501-白色-日本制造手提電腦-133-FHD-i5-8GB-256GB-WIN10-Pro-119Kg/p/H0800001_S_S937K501W
,131,H0800001_S_E558X503B1,laptop,Fujitsu,"E558X503B1 日本制造15.6""手提電腦",5780.0,0.0,0,Mobile-Computer-Land-Limited,https://www.hktvmall.com/hktv/zh/main/Mobile-Computer-Land-Limited/s/H0800001/電子電器/電子電器/電腦及週邊設備/手提電腦/E558X503B1-日本制造156手提電腦/p/H0800001_S_E558X503B1
,132,H6603001_S_Aspire_SF114_32_P1MD_NX_GXVCF_004,laptop,ACER,"SF114 14"" FHD N5000 4G 128G SHARE Win10 S mode (銀色)",2999.0,5.0,2,新域達有限公司,https://www.hktvmall.com/hktv/zh/main/新域達有限公司/s/H6603001/電子電器/電子電器/電腦及週邊設備/手提電腦/SF114-14-FHD-N5000-4G-128G-SHARE-Win10-S-mode-銀色/p/H6603001_S_Aspire_SF114_32_P1MD_NX_GXVCF_004
